word	Valence	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
raztresen	0	0	0	0	0	0	0	0	0	0	0
posipanje	0	0	0	0	0	0	0	0	0	0	0
mrhovinar	-1	0	1	0	0	0	0	0	0	0	0
scena	0	0	0	0	0	0	0	0	0	0	0
scenografija	0	0	0	0	0	0	0	0	0	0	0
pokrajina	0	0	0	0	0	0	0	0	0	0	0
slikovit	0	0	0	0	0	0	0	0	0	0	0
vonj	0	0	0	0	0	0	0	0	0	0	0
skeptičen	0	0	0	0	0	0	0	0	0	0	1
skepticizem	0	0	0	0	0	0	0	0	0	0	0
shematičen	0	0	0	0	0	0	0	0	0	0	0
shema	-1	0	1	0	0	0	0	0	0	0	0
razkol	-1	0	1	1	0	0	0	0	0	0	0
shizofrenija	-1	0	1	1	0	1	1	0	1	0	0
učenjak	1	1	0	0	0	0	0	0	0	0	0
strokovnjak	1	1	0	0	0	0	0	0	0	0	0
strokoven	0	0	0	0	0	0	0	0	0	0	0
štipendija	1	1	0	0	0	0	0	1	0	0	0
šola	0	0	0	0	0	0	0	0	0	0	1
šolar	0	0	0	0	0	0	0	0	0	0	0
šolanje	0	0	0	0	0	0	0	0	0	0	0
učitelj	0	0	0	0	0	0	0	0	0	0	0
šuner	0	0	0	0	0	0	0	0	0	0	0
dvojambornik	0	0	0	0	0	0	0	0	0	0	0
išias	-1	0	1	0	0	0	0	0	0	0	0
ishialgija	-1	0	1	0	0	0	0	0	0	0	0
znanost	0	0	0	0	0	0	0	0	0	0	0
znanstven	1	1	0	0	0	0	0	0	0	0	1
znanstvenik	1	1	0	0	1	0	0	0	0	0	1
trohica	1	1	0	0	0	0	0	0	0	0	0
iskrivost	0	0	0	0	0	0	0	0	0	0	0
scintilator	0	0	0	0	0	0	0	0	0	0	0
potomec	0	0	0	0	0	0	0	0	0	0	0
cepič	0	0	0	0	0	0	0	0	0	0	0
škarje	0	0	0	0	0	0	0	0	0	0	0
posmehovati se	-1	0	1	1	0	1	0	0	0	0	0
oštevati	-1	0	1	1	0	1	1	0	1	0	0
karati	-1	0	1	1	0	1	1	0	1	0	0
oštevanje	-1	0	1	1	0	0	0	0	0	0	0
zmerjanje	-1	0	1	1	0	0	0	0	0	0	0
lopata	0	0	0	0	0	0	0	0	0	0	0
zajemalka	0	0	0	0	0	0	0	0	0	0	0
merica	0	0	0	0	0	0	0	0	0	0	0
zajemati	0	0	0	0	0	0	0	0	0	0	0
domet	0	0	0	0	0	0	0	0	0	0	0
pripekajoč	-1	0	1	1	0	0	0	0	0	0	0
zadeti	1	1	0	0	1	0	0	1	0	1	0
zadetek	1	1	0	0	1	0	0	1	0	1	0
rezultat	0	0	0	0	0	0	0	0	0	0	0
prezir	-1	0	1	1	0	0	0	0	0	0	0
zaničevanje	-1	0	1	1	0	0	0	0	0	0	0
škorpijon	-1	0	1	1	0	1	1	0	0	1	0
viski	-1	0	1	0	0	0	0	0	0	0	0
baraba	-1	0	1	1	0	1	1	0	0	0	1
podlež	-1	0	1	1	0	1	1	0	0	0	1
nizkotnež	-1	0	1	1	0	1	1	0	0	0	1
prečesati	0	0	0	0	0	0	0	0	0	0	0
čiščenje	0	0	0	0	0	0	0	0	0	0	0
poguba	-1	0	1	1	0	0	1	0	1	0	0
nadloga	-1	0	1	1	0	0	1	0	1	0	0
skavt	0	0	0	0	0	0	0	0	0	0	0
tabornik	0	0	0	0	0	0	0	0	0	0	0
scrabble	0	0	0	0	0	0	0	0	0	0	0
grebsti	0	0	0	0	0	0	0	0	0	0	0
plaziti	0	0	0	0	0	0	0	0	0	0	0
hiteti	0	0	0	0	0	0	0	0	0	0	0
umešavanje	-1	0	1	0	0	0	0	0	0	0	0
strganje	0	0	0	0	0	0	0	0	0	0	0
odrgnina	0	0	0	0	0	0	0	0	0	0	0
praskavec	-1	0	1	1	0	0	1	0	1	0	0
praskanje	0	0	0	0	0	0	0	0	0	0	0
praskajoč	0	0	0	0	0	0	0	0	0	0	0
praska	0	0	0	0	0	0	0	0	0	0	0
kričati	-1	0	1	1	0	1	1	0	0	1	0
kričanje	-1	0	1	1	0	1	1	0	0	0	0
krik	-1	0	1	0	0	0	1	0	0	1	0
zaslon	0	0	0	0	0	0	0	0	0	0	0
izvijač	0	0	0	0	0	0	0	0	0	0	0
pofukan	-1	0	1	1	0	0	0	0	0	0	0
jeban	-1	0	1	1	0	0	0	0	0	0	0
zajeban	-1	0	1	1	0	0	0	0	0	0	0
preklet	-1	0	1	1	0	0	0	0	0	0	0
čečkati	0	0	0	0	0	0	0	0	0	0	0
packati	0	0	0	0	0	0	0	0	0	0	0
pisar	1	1	0	0	0	0	0	0	0	0	0
pretep	-1	0	1	0	0	0	0	0	0	1	0
prerivanje	-1	0	1	0	0	0	0	0	0	1	0
torba	0	0	0	0	0	0	0	0	0	0	0
recept	0	0	0	0	0	0	0	0	0	0	0
skripta	1	1	0	0	0	0	0	0	0	0	0
biblijski	0	0	0	0	0	0	0	0	0	0	0
svetopisemski	0	0	0	0	0	0	0	0	0	0	0
Sveto pismo	0	0	0	0	0	0	0	0	0	0	1
Biblija	0	0	0	0	0	0	0	0	0	0	1
pomikati	0	0	0	0	0	0	0	0	0	0	0
spirala	0	0	0	0	0	0	0	0	0	0	0
krtačiti	-1	0	1	0	0	1	0	0	0	0	0
drgniti	-1	0	1	0	0	1	0	0	0	0	0
slasten	1	1	0	0	0	0	0	0	0	0	0
skrben	0	0	0	0	0	0	0	0	0	0	0
preiskati	-1	0	1	0	1	0	0	0	0	0	0
preučiti	-1	0	1	0	1	0	0	0	0	0	0
pregled	-1	0	1	0	0	0	0	0	0	0	0
kipar	0	0	0	0	0	0	0	0	0	0	0
skulptura	1	1	0	0	0	0	0	0	0	0	0
izklesan	0	0	0	0	0	0	0	0	0	0	0
izrodek	-1	0	1	0	0	1	0	0	0	0	0
izmeček	-1	0	1	0	0	1	0	0	0	0	0
morje	1	1	0	0	0	0	0	0	0	0	0
obala	0	0	0	0	0	0	0	0	0	0	0
primorje	0	0	0	0	0	0	0	0	0	0	0
tjulenj	1	1	0	0	0	0	0	0	0	0	1
pečat	1	1	0	0	0	0	0	0	0	0	1
pečati	0	0	0	0	0	0	0	0	0	0	1
šiv	0	0	0	0	0	0	0	0	0	0	0
mornar	0	0	0	0	0	0	0	0	0	0	0
brezšiven	0	0	0	0	0	0	0	0	0	0	0
gladek	0	0	0	0	0	0	0	0	0	0	0
šivilja	0	0	0	0	0	0	0	0	0	0	0
pristanišče	0	0	0	0	0	0	0	0	0	0	0
žgati	-1	0	1	0	0	0	0	0	0	0	0
smoditi	-1	0	1	0	0	0	0	0	0	0	0
iskati	0	0	0	0	0	0	0	0	0	0	0
iskanje	0	0	0	0	0	0	0	0	0	0	0
spečen	0	0	0	0	0	0	0	0	0	0	0
popečen	0	0	0	0	0	0	0	0	0	0	0
morje	0	0	0	0	0	0	0	0	0	0	0
obala	0	0	0	0	0	0	0	0	0	0	0
sezona	0	0	0	0	0	0	0	0	0	0	0
izkušen	1	1	0	0	0	0	0	0	0	0	0
začinjen	1	1	0	0	0	0	0	0	0	0	0
začimba	0	0	0	0	0	0	0	0	0	0	0
sedež	0	0	0	0	0	0	0	0	0	0	0
secesija	-1	0	1	0	0	0	0	0	0	0	0
odmaknjen	-1	0	1	0	0	0	0	0	1	0	0
osamitev	0	1	1	0	0	0	1	0	0	0	0
izolacija	0	1	1	0	0	0	1	0	0	0	0
sekundaren	0	0	0	0	0	0	0	0	0	0	0
rabljen	-1	0	1	0	0	0	0	0	0	0	0
iz druge roke	-1	0	1	0	0	0	0	0	0	0	0
diskretnost	0	0	0	0	0	0	0	0	0	1	1
skrivnost	0	0	0	0	0	0	0	0	0	0	1
tajništvo	1	1	0	0	0	0	0	0	0	0	0
sekretar	0	0	0	0	0	0	0	0	0	0	0
tajnik	0	0	0	0	0	0	0	0	0	0	0
izločiti	0	0	0	0	0	1	0	0	0	0	0
izločanje	-1	0	1	0	0	1	0	0	0	0	0
skrivnosten	-1	0	1	0	0	0	0	0	0	0	0
skriven	0	0	0	0	0	0	0	0	0	0	0
sekta	0	0	0	0	0	0	0	0	0	0	0
ločina	0	0	0	0	0	0	0	0	0	0	0
sektaški	-1	0	1	1	0	0	1	0	0	0	0
verski	-1	0	1	1	0	0	1	0	0	0	0
sektorski	0	0	0	0	0	0	0	0	0	0	0
lokalen	0	0	0	0	0	0	0	0	0	0	0
sektor	0	0	0	0	0	0	0	0	0	0	0
področje	0	0	0	0	0	0	0	0	0	0	0
sekularen	0	0	0	0	1	0	0	0	0	0	0
sekularizem	0	0	0	0	0	0	0	0	0	0	0
vrednostni papirji	0	0	0	0	0	0	0	0	0	0	1
varnost	0	0	0	0	0	0	0	0	0	0	0
limuzina	0	0	0	0	0	0	0	0	0	0	0
umirjen	0	0	0	0	0	0	0	0	0	0	0
pomirjen	0	0	0	0	0	0	0	0	0	0	0
pomiriti	0	0	0	0	0	0	0	0	0	0	0
pomirjevalo	0	0	0	0	0	0	0	0	0	0	0
sedeč	0	0	0	0	0	0	0	0	0	0	0
šaš	0	0	0	0	0	0	0	0	0	0	0
ostrica	0	0	0	0	0	0	0	0	0	0	0
usedlina	0	0	0	0	0	0	0	0	0	0	0
sediment	0	0	0	0	0	0	0	0	0	0	0
upor	-1	0	1	1	0	0	0	0	1	0	0
vstaja	-1	0	1	1	0	0	0	0	1	0	0
zapeljati	-1	0	1	0	0	0	0	0	0	0	0
zapeljujoč	0	0	0	0	0	0	0	0	0	0	0
zapeljevanje	-1	0	1	0	0	0	0	0	0	0	0
zapeljiv	0	0	0	0	1	0	0	0	0	0	0
privlačen	0	0	0	0	1	0	0	0	0	0	0
seme	0	0	0	0	0	0	0	0	0	0	0
sadika	0	0	0	0	0	0	0	0	0	0	0
iskati	0	0	0	0	1	0	0	0	0	0	0
iskalec	0	0	0	0	0	0	0	0	0	0	0
navidezen	0	0	0	0	0	0	0	0	0	0	0
jasnovidec	0	0	0	0	0	0	0	0	0	0	0
prerok	0	0	0	0	0	0	0	0	0	0	0
prepajajoč	0	0	0	0	0	0	0	0	0	0	0
segment	0	0	0	0	0	0	0	0	0	0	0
izolirati	-1	0	1	1	0	1	0	0	1	0	0
izoliran	-1	0	1	0	0	0	0	0	0	0	0
segregacija	0	0	0	0	0	0	0	0	0	0	0
zgrabiti	-1	0	1	0	0	0	1	0	0	0	0
zaplemba	0	0	0	0	0	0	1	0	0	0	0
redko	0	0	0	0	0	0	0	0	0	0	0
izbrati	0	0	0	0	0	0	0	0	0	0	0
izbira	0	0	0	0	0	0	0	0	0	0	0
sebičen	-1	0	1	1	0	1	0	0	0	0	0
sebičnost	-1	0	1	0	0	0	0	0	0	0	0
prodati	0	0	0	0	0	0	0	0	0	0	0
prodajalec	0	0	0	0	0	0	0	0	0	0	0
semafor	0	0	0	0	0	0	0	0	0	0	0
vtis	0	0	0	0	0	0	0	0	0	0	0
videz	0	0	0	0	0	0	0	0	0	0	0
sperma	0	0	0	0	0	0	0	0	0	0	0
podpičje	0	0	0	0	0	0	0	0	0	0	0
semenski	0	0	0	0	0	0	0	0	0	0	0
ključen	0	0	0	0	0	0	0	0	0	0	0
seminar	0	0	0	0	0	0	0	0	0	0	0
semenišče	0	0	0	0	0	0	0	0	0	0	0
semiotika	0	0	0	0	0	0	0	0	0	0	0
senat	0	0	0	0	0	0	0	0	0	0	1
senator	0	0	0	0	0	0	0	0	0	0	0
poslati	0	0	0	0	0	0	0	0	0	0	0
staranje	0	0	0	0	0	0	0	0	0	0	0
senilen	-1	0	1	0	0	0	1	0	1	0	0
senior	0	0	0	0	0	0	0	0	0	0	0
starejši	0	0	0	0	0	0	0	0	0	0	0
starost	1	1	0	0	0	0	0	0	0	0	1
senzacija	0	0	0	0	0	0	0	0	0	0	0
fantastičen	1	1	0	0	0	0	0	1	0	0	0
smisel	1	1	0	0	0	0	0	0	0	0	0
nesmiseln	-1	0	1	1	0	1	1	0	1	1	0
občutek	0	0	0	0	0	0	0	0	0	0	0
občutljivost	1	1	0	0	0	0	0	0	0	0	0
razumen	1	1	0	0	0	0	0	0	0	0	0
razumevajoč	0	0	0	0	0	0	0	0	0	0	0
občutljiv	0	0	0	0	0	0	0	0	0	0	0
čuten	0	0	0	0	0	0	0	0	0	0	0
senzoričen	0	0	0	0	0	0	0	0	0	0	0
čuten	0	1	1	0	1	0	0	1	0	1	1
čutnost	1	1	0	0	1	0	0	1	0	0	0
čutilen	1	1	0	0	0	0	0	1	0	0	0
obsodba	-1	0	1	1	1	1	1	0	1	0	0
kazen	-1	0	1	1	1	1	1	0	1	0	0
obsoditi	-1	0	1	1	1	1	1	0	1	0	0
čuteč	0	0	0	0	0	0	0	0	0	0	0
čustven	0	0	0	0	0	0	0	0	0	0	0
sentiment	0	0	0	0	0	0	0	0	0	0	0
čustven	1	1	0	0	0	0	0	0	0	0	0
čustven	1	1	0	0	0	0	0	0	0	0	0
straža	1	1	0	0	0	0	0	0	0	0	1
stražar	0	0	0	0	0	0	0	0	0	0	1
ločljiv	0	0	0	0	0	0	0	0	0	0	0
ločen	0	0	0	0	0	0	0	0	0	0	0
ločiti	0	0	0	0	0	0	0	0	0	0	0
posamezen	0	0	0	0	0	0	0	0	0	0	0
ločitev	0	0	0	0	0	0	0	0	0	0	0
separatist	-1	0	1	1	0	1	0	0	0	0	0
sepija	0	0	0	0	0	0	0	0	0	0	0
sepsa	-1	0	1	0	0	0	1	0	1	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0	0
septičen	-1	0	1	0	0	1	0	0	0	0	0
septum	0	0	0	0	0	0	0	0	0	0	0
nadaljevanje	0	0	0	0	1	0	0	0	0	0	0
zaporedje	0	0	0	0	0	0	0	0	0	0	0
sekvenčen	0	0	0	0	0	0	0	0	0	0	0
zaporeden	0	0	0	0	0	0	0	0	0	0	0
zasežen	0	0	0	0	0	0	0	0	0	0	0
zaplemba	-1	0	1	0	0	0	0	0	1	0	0
miren	-1	0	1	0	0	0	0	0	0	0	1
spokojnost	1	1	0	0	1	0	0	1	0	0	1
narednik	0	0	0	0	0	0	0	0	0	0	0
serijski	0	0	0	0	1	0	0	0	0	0	0
zaporedje	0	0	0	0	0	0	0	0	0	0	1
serija	0	0	0	0	0	0	0	0	0	0	1
serif	0	0	0	0	0	0	0	0	0	0	0
resnost	0	0	0	0	0	0	1	0	1	0	0
pridiga	1	1	0	0	0	0	0	0	0	0	1
kača	-1	0	1	0	0	1	1	0	0	0	0
serpentina	0	0	0	0	0	0	0	0	0	0	0
kačast	0	0	0	0	0	0	0	0	0	0	0
zmotan	0	0	0	0	0	0	0	0	0	0	0
nazobčan	0	0	0	0	0	0	0	0	0	0	0
žagast	0	0	0	0	0	0	0	0	0	0	0
serum	1	1	0	0	0	0	0	0	0	0	0
služabnik	-1	0	1	0	0	0	0	0	0	0	1
služiti	-1	0	1	0	0	0	0	0	0	0	1
storitev	0	0	0	0	0	0	0	0	0	0	0
uporaben	0	0	0	0	0	0	0	0	0	0	0
praktičen	0	0	0	0	0	0	0	0	0	0	0
klečeplazen	-1	0	1	0	0	1	1	0	1	0	0
suženjski	-1	0	1	0	0	1	1	0	1	0	0
suženjstvo	-1	0	1	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0	0
seja	0	0	0	0	0	0	0	0	0	0	0
zasedanje	0	0	0	0	0	0	0	0	0	0	0
srečanje	0	0	0	0	0	0	0	0	0	0	0
seminar	0	0	0	0	0	0	0	0	0	0	0
pripravljen	0	0	0	0	0	0	0	0	0	0	0
skupina	0	0	0	0	0	0	0	0	0	0	0
scena	0	0	0	0	0	0	0	0	0	0	0
niz	0	0	0	0	0	0	0	0	0	0	0
nazadovanje	-1	0	1	0	0	0	0	0	1	0	0
brlog	0	0	0	0	0	0	0	0	0	0	0
seter	0	0	0	0	0	0	0	0	0	0	0
namestiti	0	0	0	0	0	0	0	0	0	0	0
umiriti	0	0	0	0	0	0	0	0	0	0	0
poravnati	0	0	0	0	0	0	0	0	0	0	0
poravnan	0	0	0	0	0	0	0	0	0	0	0
umirjen	0	0	0	0	0	0	0	0	0	0	0
naseljenec	0	0	0	0	0	0	0	0	0	0	0
ustanovitelj	1	1	0	0	0	0	1	0	0	0	0
sedmi	0	0	0	0	0	0	0	0	0	0	0
sedemdeset	0	0	0	0	0	0	0	0	0	0	0
ločiti	-1	0	1	0	0	0	0	0	0	0	0
ločljiv	0	0	0	0	0	0	0	0	0	0	0
posamičen	0	0	0	0	0	0	0	0	0	0	0
posebej	0	0	0	0	0	0	0	0	0	0	0
prekinitev	0	0	0	0	0	0	0	0	1	0	0
resen	0	0	0	0	0	0	0	0	0	0	0
resnost	0	0	0	0	0	0	0	0	0	0	0
šivati	0	0	0	0	0	0	0	0	0	0	0
šiv	0	0	0	0	0	0	0	0	0	0	0
odplake	-1	0	1	0	0	1	0	0	0	0	0
odtočni kanal	0	0	0	0	0	1	0	0	0	0	0
kanalizacija	-1	0	1	0	0	1	0	0	0	0	0
seks	1	1	0	0	1	0	0	1	0	0	1
seksualnost	0	0	0	0	0	0	0	0	0	0	0
spolnost	0	0	0	0	0	0	0	0	0	0	0
seksi	0	0	0	0	0	0	0	0	0	0	0
oguljen	-1	0	1	0	0	1	0	0	0	0	0
baraka	-1	0	1	0	0	1	0	0	1	0	0
vkleniti	-1	0	1	1	1	1	1	0	1	0	0
ovirati	-1	0	1	1	1	1	1	0	1	0	0
senca	0	0	0	0	0	0	0	0	0	0	0
odtenek	0	0	0	0	0	0	0	0	0	0	0
senčenje	0	0	0	0	0	0	0	0	0	0	0
senca	0	0	0	0	0	0	0	0	0	0	0
senčen	0	0	0	0	0	0	0	0	0	0	0
senčen	-1	0	1	0	0	0	1	0	0	0	0
dvomljiv	-1	0	1	0	0	0	1	0	0	0	0
jašek	0	0	0	0	0	0	0	0	0	0	0
porivati	0	0	0	0	0	0	0	0	0	0	0
ljubimec	0	0	0	0	0	0	0	0	0	0	0
košat	0	0	0	0	0	0	0	0	0	0	0
kosmat	0	0	0	0	0	0	0	0	0	0	0
šejk	0	0	0	0	0	0	0	0	0	0	0
tresenje	0	0	0	0	0	0	0	0	0	0	0
tresti	0	0	0	0	0	0	0	0	0	0	0
pretresen	0	0	0	0	0	0	0	0	0	0	0
tresenje	-1	0	1	0	0	0	1	0	0	0	0
trepetanje	-1	0	1	0	0	0	1	0	0	0	0
tresoč	-1	0	1	1	1	0	1	0	0	0	0
drhteč	-1	0	1	1	1	0	1	0	0	0	0
prevara	-1	0	1	1	0	1	0	0	0	0	0
goljufija	-1	0	1	1	0	1	0	0	0	0	0
šaman	0	0	0	0	0	0	0	0	0	0	0
kaos	-1	0	1	0	0	0	0	0	0	0	0
sram	-1	0	1	0	0	1	1	0	1	0	0
sramota	-1	0	1	0	0	1	1	0	1	0	0
sramoten	-1	0	1	0	0	0	0	0	1	0	0
sramoten	-1	0	1	0	0	1	0	0	0	0	0
izgnati	-1	0	1	0	0	1	1	0	0	0	0
steblo	0	0	0	0	0	0	1	0	0	0	0
baraka	0	0	0	0	0	0	0	0	0	0	0
koliba	0	0	0	0	0	0	0	0	0	0	0
oblika	1	1	0	0	0	0	0	0	0	0	0
čeden	1	1	0	0	0	0	0	0	0	0	0
postaven	1	1	0	0	0	0	0	0	0	0	0
deliti	1	1	0	0	1	0	0	1	0	0	1
delež	1	1	0	0	1	0	0	1	0	0	1
delničar	0	0	0	0	0	0	0	0	0	0	0
morski pes	-1	0	1	0	0	0	0	0	0	0	0
izostriti	0	0	0	1	1	0	0	0	0	0	0
oster	0	0	0	0	0	0	0	0	0	0	0
nabrušen	0	0	0	0	0	0	0	0	0	0	0
šilček	0	0	0	0	0	0	0	0	0	0	0
brusilnik	0	0	0	0	0	0	0	0	0	0	0
ostrina	0	0	0	0	0	0	0	0	0	0	0
raztreščiti se	-1	0	1	1	0	0	1	0	1	1	0
uničen	-1	0	1	0	0	0	0	0	1	0	0
briti	0	0	0	0	0	0	0	0	0	0	0
britje	0	0	0	0	0	0	0	0	0	0	0
ruta	0	0	0	0	0	0	0	0	0	0	0
sveženj	0	0	0	0	0	0	0	0	0	0	0
šop	0	0	0	0	0	0	0	0	0	0	0
snop	0	0	0	0	0	0	0	0	0	0	0
striči	0	0	0	0	0	0	0	0	0	0	0
škarje	0	0	0	0	0	0	0	0	0	0	0
nožnica	0	0	0	0	0	0	0	0	0	0	0
ovoj	0	0	0	0	0	0	0	0	0	0	0
plašč	0	0	0	0	0	0	0	0	0	0	0
kondom	0	0	0	0	0	0	0	0	0	0	0
zateči	0	0	0	0	0	0	0	0	0	0	0
zatekanje	0	0	0	0	0	0	0	0	0	0	0
znebiti se	-1	0	1	0	0	0	0	0	0	0	0
sijaj	0	0	0	0	0	0	0	0	0	0	0
lesk	0	0	0	0	0	0	0	0	0	0	0
ovca	0	0	0	0	0	0	0	0	0	0	0
čist	0	0	0	0	0	0	0	0	0	0	0
popoln	0	0	0	0	0	0	0	0	0	0	0
navpičen	0	0	0	0	0	0	0	0	0	0	0
list	0	0	0	0	0	0	0	0	0	0	0
polica	0	0	0	0	0	0	0	0	0	0	0
granata	-1	0	1	1	0	0	1	0	1	1	0
lupinar	0	0	0	0	0	0	0	0	0	0	0
zavetje	1	1	0	0	0	0	0	0	0	0	1
založen	-1	0	1	0	0	0	0	0	0	0	0
pastir	1	1	0	0	0	0	0	0	0	0	1
šerif	0	0	0	0	0	0	0	0	0	0	1
šeri	0	0	0	0	0	0	0	0	0	0	0
ščit	0	0	0	0	0	0	0	0	0	0	0
premik	0	0	0	0	0	0	0	0	0	0	0
premikanje	0	0	0	0	0	0	0	0	0	0	0
šiling	0	0	0	0	0	0	0	0	0	0	0
lesketati	0	0	0	0	0	0	0	0	0	0	0
lesketanje	0	0	0	0	0	0	0	0	0	0	0
golen	0	0	0	0	0	0	0	0	0	0	0
piščal	0	0	0	0	0	0	0	0	0	0	0
sijati	1	1	0	0	0	0	0	0	0	0	0
prod	0	0	0	0	0	0	0	0	0	0	0
skodla	0	0	0	0	0	0	0	0	0	0	0
sijoč	1	1	0	0	1	0	0	1	0	0	0
svetleč	0	0	0	0	0	0	0	0	0	0	0
ladja	0	0	0	0	1	0	0	0	0	0	0
pošiljka	0	0	0	0	0	0	0	0	0	0	0
ladjevje	0	0	0	0	0	0	0	0	0	0	0
odpošiljanje	0	0	0	0	0	0	0	0	0	0	0
brodolom	-1	0	1	0	0	0	1	0	1	0	0
okrožje	0	0	0	0	0	0	0	0	0	0	0
okraj	0	0	0	0	0	0	0	0	0	0	0
majica	0	0	0	0	0	0	0	0	0	0	0
srajca	0	0	0	0	0	0	0	0	0	0	0
sranje	-1	0	1	1	0	1	0	0	0	0	0
trepetati	-1	0	1	1	1	0	1	0	1	0	0
drgetanje	0	0	0	0	0	0	0	0	0	0	0
jata	0	0	0	0	0	0	0	0	0	0	0
gruča	0	0	0	0	0	0	0	0	0	0	0
šok	-1	0	1	1	0	0	1	0	0	1	0
šokanten	0	0	0	0	0	0	0	0	0	1	0
pretresljiv	0	0	0	0	0	0	0	0	0	1	0
zanič	-1	0	1	1	0	1	0	0	0	0	0
čevelj	0	0	0	0	0	0	0	0	0	0	0
čevljar	0	0	0	0	0	0	0	0	0	0	0
ustreliti	-1	0	1	1	0	0	1	0	0	0	0
strelec	0	0	0	0	0	0	1	0	0	0	0
streljanje	-1	0	1	1	0	0	1	0	0	0	0
trgovina	0	0	0	0	0	0	0	0	0	0	0
trgovec	0	0	0	0	0	0	0	0	0	0	1
kraja	-1	0	1	1	0	1	0	0	0	0	0
nakupovanje	1	1	0	0	1	0	0	1	0	1	1
obala	0	0	0	0	0	0	0	0	0	0	0
pokosen	0	0	0	0	0	0	0	0	0	0	0
kratek	0	0	0	0	0	0	0	0	0	0	0
pomanjkanje	-1	0	1	1	0	0	1	0	1	0	0
pomanjkljivost	-1	0	1	0	0	0	0	0	0	0	0
skrajšati	0	0	0	0	0	0	0	0	0	0	0
skrajšanje	0	0	0	0	0	0	0	0	0	0	0
hitropis	0	0	0	0	0	0	0	0	0	0	0
kmalu	0	0	0	0	1	0	0	0	0	0	0
kratkost	0	0	0	0	0	0	0	0	0	0	0
kratke hlače	0	0	0	0	0	0	0	0	0	0	0
boksarice	0	0	0	0	0	0	0	0	0	0	0
bermudke	0	0	0	0	0	0	0	0	0	0	0
strel	-1	0	1	1	0	0	1	0	1	1	0
šibrovka	0	0	0	0	0	0	0	0	0	0	0
puška	0	0	0	0	0	0	0	0	0	0	0
rama	1	1	0	0	0	0	0	0	0	0	1
kričati	0	0	0	1	0	0	0	0	0	1	0
riniti	-1	0	1	1	0	0	0	0	0	0	0
lopata	0	0	0	0	0	0	0	0	0	0	0
kopač	0	0	0	0	0	0	0	0	0	0	0
bager	0	0	0	0	0	0	0	0	0	0	0
kopanje	0	0	0	0	0	0	0	0	0	0	0
predstava	0	0	0	0	0	0	0	0	0	0	1
pokazati	0	0	0	0	0	0	0	0	0	0	1
tuš	0	0	0	0	0	0	0	0	0	0	0
prikazovanje	0	0	0	0	0	0	0	0	0	0	0
vpadljiv	-1	0	1	0	0	0	0	0	0	0	0
šrapnel	0	0	0	0	0	0	1	0	0	0	0
trak	0	0	0	0	0	0	0	0	0	0	0
košček	0	0	0	0	0	0	0	0	0	0	0
cefrati	0	0	0	0	0	0	0	0	0	0	0
pameten	1	1	0	0	0	0	0	0	0	0	0
zavreščati	-1	0	1	1	0	0	1	0	1	1	0
krik	-1	0	1	1	0	0	1	0	1	1	0
vreščeč	-1	0	1	1	0	0	1	0	0	1	0
kozica	0	0	0	0	0	0	0	0	0	0	0
grobnica	0	0	0	0	0	0	0	0	0	0	0
kapelica	0	0	0	0	0	0	0	0	0	0	0
krčiti	-1	0	1	0	0	0	1	0	1	0	0
krčenje	0	0	0	0	0	0	0	0	0	0	0
mrtvaški prt	0	0	0	0	0	0	0	0	1	0	0
grm	0	0	0	0	0	0	0	0	0	0	0
grmovje	0	0	0	0	0	0	0	0	0	0	0
grmičevje	0	0	0	0	0	0	0	0	0	0	0
skomig	0	0	0	0	0	0	0	0	0	0	0
skomigati	0	0	0	0	0	0	0	0	0	0	0
skrčen	-1	0	1	0	0	0	0	0	0	0	0
drhteti	-1	0	1	0	0	0	1	0	0	0	0
trepet	-1	0	1	0	0	0	1	0	0	0	0
mešanje	0	0	0	0	0	0	0	0	0	0	0
mešati	0	0	0	0	0	0	0	0	0	0	0
pomešanje	0	0	0	0	0	0	0	0	0	0	0
izogibati se	-1	0	1	1	0	1	0	0	1	0	0
ranžirati	0	0	0	0	0	0	0	0	0	0	0
zapreti	0	0	0	0	0	0	0	0	0	0	0
zaklop	0	0	0	0	0	0	0	0	0	0	0
naoknica	0	0	0	0	0	0	0	0	0	0	0
shuttle	0	0	0	0	0	0	0	0	0	0	0
prepeljati	0	0	0	0	0	0	0	0	0	0	0
soroden	0	0	0	0	0	0	0	0	0	0	1
sic	0	0	0	0	0	0	0	0	0	0	0
bolan	-1	0	1	0	0	1	0	0	1	0	0
nagnusen	-1	0	1	1	0	1	1	0	1	0	0
ostuden	-1	0	1	1	0	1	1	0	1	0	0
srp	0	0	0	0	0	0	0	0	0	0	0
bolehen	-1	0	1	0	0	1	0	0	1	0	0
gnusen	-1	0	1	0	0	1	0	0	1	0	0
slabost	-1	0	1	0	0	1	1	0	1	0	0
bolezen	-1	0	1	0	0	1	1	0	1	0	0
stran	0	0	0	0	0	0	0	0	0	0	0
kredenca	0	0	0	0	0	0	0	0	0	0	0
bife	0	0	0	0	0	0	0	0	0	0	0
izogniti	0	0	0	0	0	0	0	0	0	0	0
umakniti	0	0	0	0	0	0	0	0	0	0	0
izogib	0	0	0	0	0	0	0	0	0	0	0
