SL	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
pripeti, zapor	0	1	1	0	0	0	0	0	0	0
pripomba	0	0	0	0	0	0	0	0	0	0
izjemen	1	0	0	0	0	0	1	0	1	1
izjemen	1	0	0	0	0	0	0	0	0	0
zdravilen	0	1	0	0	0	0	0	0	0	0
zdravilo	1	0	0	1	0	0	1	0	0	1
zapomniti	0	0	0	0	0	0	0	0	0	0
zapomnjen	0	0	0	0	0	0	0	0	0	0
spominjanje	0	0	0	0	0	0	0	0	0	0
spomin	0	0	0	0	0	0	0	0	0	0
opomniti	0	0	0	0	0	0	0	0	0	0
opomnik	0	0	0	0	0	0	0	0	0	0
malomaren	0	1	1	0	1	0	0	1	0	0
zmanjšanje	1	0	0	0	0	0	0	0	0	0
predati, pristojnost	0	0	0	0	0	0	0	0	0	0
nakazilo	0	0	0	0	0	0	0	0	0	0
ostanek	0	0	0	0	0	0	0	0	0	0
preoblikovati	1	0	0	0	0	0	0	0	0	0
kesanje, obžalovati	0	1	0	0	0	0	0	1	0	0
oddaljen	0	0	0	0	0	0	0	0	0	0
oddaljenost	0	0	0	0	0	0	0	0	0	0
odstranitev	0	1	0	0	0	0	0	0	0	0
odstraniti	0	1	1	0	0	1	0	1	0	0
plačilo	0	0	0	0	0	0	0	0	0	0
renesansa	1	0	0	0	0	0	0	0	0	0
spopad	0	1	0	0	0	0	0	0	0	0
raztrgati	0	1	0	0	0	0	0	0	0	0
upodobiti	1	0	0	0	0	0	0	0	0	0
interpretacija, izvedba	0	0	0	0	0	0	0	0	0	0
srečanje	0	0	0	0	0	0	0	0	0	0
izvedba	0	0	0	0	0	0	0	0	0	0
odpadnik	0	1	1	0	0	0	0	0	0	0
obnovitev	1	0	0	0	0	0	0	0	0	0
odreči se	0	1	1	0	0	0	0	0	0	0
prenoviti	1	0	0	1	0	0	0	0	0	0
prenovljen	0	0	0	0	0	0	0	0	0	0
prenova	1	0	0	1	0	0	1	0	0	0
ugled	1	0	0	0	0	0	0	0	0	0
priznan	1	0	0	0	0	0	0	0	0	0
najem	0	0	0	0	0	0	0	0	0	0
najemnima	0	0	0	0	0	0	0	0	0	0
najemnik	0	0	0	0	0	0	0	0	0	0
odrek	0	1	0	0	0	0	0	0	0	0
reorganizacija	0	0	0	0	0	0	0	0	0	0
reorganizirati	1	0	0	0	0	0	0	0	0	0
popravilo	0	0	0	0	0	0	0	0	0	0
nadomestilo	1	0	0	0	0	0	0	0	0	1
vračati	1	0	1	1	0	0	1	0	0	1
odplačilo	0	0	0	0	0	0	0	0	0	0
razveljaviti	0	0	0	0	0	0	0	0	0	0
ponoviti	0	0	0	0	0	0	0	0	0	0
ponovljen	0	0	0	0	0	0	0	0	0	0
večkrat	0	0	0	0	0	0	0	0	0	0
repetitor	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	1	1	0	0	0	0
repelent, odvraten	0	1	1	0	1	1	0	0	0	0
upirajič	0	1	0	0	1	0	0	0	0	0
obžalovati	1	0	0	0	0	1	0	0	0	0
obžalovanje	0	0	0	0	0	0	0	0	0	0
repertoar, zbirka	0	0	0	0	0	0	0	0	0	0
repertoar	0	0	0	0	0	0	0	0	0	0
ponovitev	0	0	0	0	0	0	0	0	0	0
zamenjati	0	0	0	0	0	0	0	0	0	0
zamenjava	0	0	0	0	0	0	0	0	0	0
napolniti	1	0	0	0	0	0	0	0	0	0
sit, oskrbljen	1	0	0	0	0	0	0	0	0	0
posnemanje, replika	0	0	0	0	0	0	0	0	0	0
odgovor, odgovoriti	0	0	0	0	0	0	0	0	0	0
poročilo, poročati	0	0	0	0	0	0	0	0	0	0
poročan	0	0	0	0	0	0	0	0	0	0
reporter, poročevalec	1	0	0	0	0	0	0	0	0	1
počivati, počitek	1	0	0	0	0	0	0	0	0	0
prestaviti	0	0	0	0	0	0	0	0	0	0
skladišče	0	0	0	0	0	0	0	0	0	0
zastopanje, prikaz	0	0	0	0	0	0	0	0	0	0
predstavnik	0	0	0	0	0	0	0	0	0	0
zastopan	1	0	0	0	0	0	0	0	0	0
zastopajoč	0	0	0	1	0	0	0	0	0	0
zatirati	0	1	0	0	0	0	0	1	0	0
potlačen	0	0	0	0	0	0	0	0	0	0
zatiranje	0	1	0	0	0	1	0	0	0	0
pomilostiti, pomilostiti	0	0	0	0	0	0	0	0	0	0
grajati, ukor	0	1	1	0	0	0	0	0	0	0
ponatis	0	1	0	0	0	0	0	0	0	0
represalija	0	1	1	0	0	1	0	1	0	0
repriza	0	0	0	0	0	0	0	0	0	0
kritizirati, očitek	0	1	1	0	1	0	0	1	0	0
reproducirati	0	0	0	0	0	0	0	0	0	0
reprodukcija	0	0	0	0	0	0	0	0	0	0
reproduktiven	1	0	0	0	0	0	1	0	0	0
plazilec	0	0	0	0	0	0	0	0	0	0
republika	0	1	0	0	0	0	0	0	0	0
republikanski	0	0	0	0	0	0	0	0	0	0
odklonitev	0	1	1	0	1	0	0	0	0	0
odpor, odvratnost	0	1	0	0	1	1	0	0	0	0
odkup	0	0	0	0	0	0	0	0	0	0
ugleden	1	0	0	0	0	0	0	0	0	1
ugled, sloves	0	0	0	0	0	0	0	0	0	0
ugled	0	0	0	0	0	0	0	0	0	0
prošnja, prositi	0	0	0	0	0	0	0	0	0	0
rekviem	0	0	0	0	0	0	0	1	0	0
zahtevan	0	0	0	0	0	0	0	0	0	0
zahteva	0	0	0	0	0	0	0	0	0	0
potreben	0	0	0	0	0	0	0	0	0	0
zaseči	0	0	0	0	0	0	0	0	0	0
preklicati	0	1	0	0	0	0	0	0	0	0
razveljavitev	0	1	0	0	0	0	0	0	0	0
rešiti, reševanje	1	0	0	1	0	0	1	0	1	1
raziskava	0	0	0	0	0	0	0	0	0	0
resekcija	0	0	0	0	0	1	0	0	0	0
podobnost	0	0	0	0	0	0	0	0	0	0
podoben	0	0	0	0	0	0	0	0	0	0
soroden	0	0	0	0	0	0	0	0	0	0
zameriti	0	1	1	0	0	0	0	0	0	0
jezen, poln zamere	0	1	1	0	0	0	0	0	0	0
zamera, užaljenost	0	1	1	0	1	0	0	1	0	0
rezervacija	0	0	0	0	0	0	0	0	0	0
zaloga	1	0	0	0	0	0	0	0	0	0
rezerviran	0	0	0	0	0	0	0	0	0	0
rezerva	0	0	0	0	0	0	0	0	0	0
rezervoar	0	0	0	0	0	0	0	0	0	0
stanovati, nahajati	0	0	0	0	0	0	0	0	0	0
prebivališče	0	0	0	0	0	0	0	0	0	0
prebivanje	0	0	0	0	0	0	0	0	0	0
prebivalec	1	0	0	0	0	0	0	0	0	0
preostal	0	0	0	0	0	0	0	0	0	0
ostanek	0	0	0	0	0	0	0	0	0	0
odstopiti	0	1	1	0	1	1	0	1	0	0
odstop	0	1	0	0	0	0	0	1	1	0
sprijaznjen	0	1	0	0	0	0	0	1	0	0
odpornost	0	0	0	0	0	0	0	0	0	0
odporen	1	0	0	0	0	0	0	0	0	0
smola	0	0	0	0	0	0	0	0	0	0
upreti se	0	1	0	0	0	0	0	0	0	0
odpornost	0	1	1	0	0	0	0	0	0	0
odporen	0	1	0	0	0	1	0	0	0	0
upirajoč	0	1	1	0	0	1	0	1	0	0
odporen	1	0	0	0	0	0	0	0	0	0
odločen	0	0	0	0	0	0	0	0	0	0
odločen	1	0	0	0	0	0	0	0	0	0
resolucija	0	0	0	0	0	0	0	0	0	0
rešiti	0	0	0	0	0	0	0	0	0	0
rešen	0	0	0	0	0	0	0	0	0	0
resonanca	0	0	0	0	0	0	0	0	0	0
odmeven	0	0	0	0	0	0	0	0	0	0
odmevati	0	0	0	0	0	0	0	0	0	0
resonator	0	0	0	0	0	0	0	0	0	0
resort	0	0	0	0	0	0	0	0	0	0
odmevajoč	0	0	0	0	0	0	0	0	0	0
vir	1	0	0	0	0	0	1	0	0	1
spoštovanje	1	0	0	1	0	0	1	0	0	1
ugled, čast	1	0	0	0	0	0	0	0	0	0
ugleden	1	0	0	0	0	0	0	0	0	1
spoštovan	0	0	0	0	0	0	0	0	0	0
spoštljiv	1	0	0	0	0	0	0	0	0	1
glede, spoštujoč	1	0	0	0	0	0	0	0	0	0
ustrezen	0	0	0	0	0	0	0	0	0	0
spoštovati	1	0	0	0	0	0	0	0	0	1
dihanje	0	0	0	0	0	0	0	0	0	0
respirator	0	0	0	0	0	0	0	0	0	0
predah	1	0	0	0	0	0	1	0	0	1
sijajen	1	0	0	0	0	0	1	0	0	0
odgovoriti	0	0	0	0	0	0	0	0	0	0
anketiranec	0	0	0	0	0	0	0	0	0	0
odziv	0	0	0	0	0	0	0	0	0	0
odgovornost	0	0	0	0	0	0	0	0	0	0
odgovoren	1	0	0	0	0	0	0	0	0	1
odziven	1	0	0	1	0	0	0	0	0	1
počitek	1	0	0	0	0	0	0	0	0	0
restavracija	0	0	0	0	0	0	0	0	0	0
spokojen	1	0	0	0	0	0	0	0	0	0
vrnitev	1	0	1	0	0	0	0	0	0	0
nemirnost	0	0	0	1	0	0	0	0	0	0
obnovitev	0	0	0	0	0	0	0	0	0	0
okrepčilo	1	0	0	1	0	0	1	0	0	1
obnovljen	0	0	0	0	0	0	0	0	0	0
obnavljanje	1	0	0	0	0	0	0	0	0	0
zadržati	0	1	1	0	0	1	0	0	0	0
zadržan	0	0	0	0	0	1	0	0	0	0
zadrževanje	1	0	0	0	0	0	0	0	0	0
omejiti	0	1	0	0	0	0	0	1	0	0
omejen	0	0	0	0	0	0	0	0	0	0
omejitev	0	1	1	0	0	1	0	1	0	0
omejevalen	0	1	0	0	0	0	0	0	0	0
rezultat	0	0	0	1	0	0	0	0	0	0
posledičen	0	0	0	1	0	0	0	0	0	0
nadaljevanje	1	0	0	0	0	0	0	0	0	0
vstajenje	0	0	0	0	0	0	0	0	0	0
oživljanje	0	0	0	0	0	0	0	0	0	0
maloprodaja	0	0	0	0	0	0	0	0	0	0
trgovec	0	0	0	0	0	0	0	0	0	0
obdržati	0	0	0	0	0	0	0	0	0	1
pridržujoč	0	0	0	0	0	0	0	0	0	0
ponoviti	0	0	0	0	0	0	0	0	0	0
maščevati se	0	1	1	0	0	0	0	0	0	0
maščevanje	0	1	1	0	0	1	0	0	0	0
povračilen, maščevalen	0	1	1	0	0	0	0	0	0	0
bebec	0	1	0	0	1	1	0	1	0	0
upočasnjevanje	0	1	0	0	0	0	0	0	0	0
ohranitev	1	0	0	0	0	0	0	0	0	0
zanesljiv	0	0	0	0	0	0	0	0	0	0
zadržan	0	1	0	0	0	1	0	0	0	0
mrežnica	0	0	0	0	0	0	0	0	0	0
upokojen	0	0	0	0	0	0	0	0	0	0
upokojitev	1	1	0	1	0	1	1	1	0	1
upokojevanje	0	0	0	0	0	0	0	0	0	0
ponovljen	0	0	0	0	0	0	0	0	0	0
zabrusiti	0	1	0	0	0	0	0	0	0	0
slediti	0	0	0	0	0	0	0	0	0	0
umakniti	0	1	1	0	0	0	0	0	0	0
umik	0	1	0	0	0	0	0	0	0	0
omejitev	0	1	0	0	0	1	0	0	0	0
kazen	0	1	1	0	0	1	0	1	0	0
pridobitev, rešitev	0	0	0	0	0	0	0	0	0	0
pridobiti, rešiti	0	0	0	0	0	0	0	0	0	0
prinašalec	0	0	0	0	0	0	0	0	0	0
retroaktiven	0	0	0	0	0	0	0	0	0	0
nazadnjaški	0	1	0	0	0	0	0	0	0	0
retrospektiven	0	0	0	0	0	0	0	0	0	0
retrospektiva	0	0	0	0	0	0	0	0	0	0
za nazaj	0	0	0	0	0	0	0	0	0	0
povratek	0	0	0	0	0	0	0	0	0	0
združitev	1	0	0	1	0	0	0	0	0	1
razkriti	0	0	0	0	0	0	0	0	0	0
uživati	1	0	0	0	0	0	1	0	0	0
razodetje	0	0	0	0	0	0	0	0	0	0
razveseliti	1	0	0	0	0	0	1	0	0	0
maščevanje	0	1	1	1	0	1	0	0	1	0
prihodki	0	0	0	0	0	0	0	0	0	0
odmev, odmevanje	0	0	0	0	0	0	0	0	0	0
ceniti	1	0	0	1	0	0	1	0	0	1
spoštovanje	1	0	0	0	0	0	1	0	0	1
častiti	1	0	0	0	0	0	1	0	0	0
spoštljiv	0	0	0	0	0	0	0	0	0	0
sanjarjenje	1	0	0	0	0	0	1	0	0	1
preobrat	0	1	1	0	1	0	0	0	1	0
obraten	0	0	0	0	0	0	0	0	0	0
obrat, vrnitev	0	0	0	0	0	0	0	0	0	0
vrniti	0	0	0	0	0	0	0	0	0	0
povraten	0	0	0	0	0	0	0	0	0	0
pregled	0	0	0	0	0	0	0	0	0	0
recenzent	0	0	0	0	0	0	0	0	0	0
pregledati	1	0	0	0	0	0	0	0	0	0
revizija	0	0	0	0	0	0	0	0	0	0
ponovno obiskati	0	0	0	0	0	0	0	0	0	0
oživitev	1	0	0	1	0	0	1	0	0	1
obuditi	1	1	0	1	0	0	0	0	0	0
preklic	0	1	0	0	0	0	0	0	0	0
preklicati	0	1	1	0	1	1	0	1	0	0
upor, upreti se	0	1	1	0	0	0	0	0	1	0
gnusen, odvraten	0	1	1	0	1	1	0	0	0	0
revolucija	1	1	1	1	0	1	0	1	1	0
revolucionaren	1	0	0	0	0	0	0	0	0	0
revolucionirati	0	0	0	0	0	0	0	0	0	0
obračati, vrteti	0	0	0	0	0	0	0	0	0	0
revolver	0	1	1	0	0	1	0	1	0	0
odpor	0	1	1	0	1	1	0	0	0	0
nagrada	1	0	0	1	0	0	1	0	1	1
retorika	0	0	0	0	0	0	0	0	0	0
retoričen	0	0	0	0	0	0	0	0	0	0
revmatizem	0	1	1	0	0	1	0	1	0	0
rima	0	0	0	0	0	0	0	0	0	0
rimajoč	0	0	0	0	0	0	0	0	0	0
ritem	1	0	0	0	0	0	0	0	0	0
ritmičen	1	0	0	0	0	0	1	0	1	0
rebro	0	0	0	0	0	0	0	0	0	0
rebrast	0	0	0	0	0	0	0	0	0	0
trak	1	0	1	1	0	0	1	0	0	0
riž	0	0	0	0	0	0	0	0	0	0
bogastvo, obilje	0	0	0	0	0	0	0	0	0	0
bogastvo	1	0	0	0	0	0	0	0	0	0
izvin, seno	0	0	0	0	0	0	0	0	0	0
majav, ostarel	0	1	0	0	0	0	0	0	0	0
odstraniti	0	0	0	0	0	0	0	0	0	0
odstranitev	0	0	0	0	0	0	0	0	0	0
uganka	0	0	0	0	0	0	0	0	1	0
nerazumljiv	0	1	0	0	0	0	0	0	0	0
vožnja	0	0	0	0	0	0	0	0	0	0
voznik, jezdec, kolesar	1	0	0	0	0	0	0	0	0	0
greben	0	0	0	0	0	0	0	0	0	0
posmeh, posmehovati se	0	1	1	0	1	0	0	1	0	0
smešen	0	1	1	0	1	0	0	0	0	0
jahati, jahanje	0	0	0	0	0	0	0	0	0	0
razširjen	0	1	0	0	0	0	0	0	0	0
puška	0	1	1	0	0	1	0	0	0	0
strelec	0	0	0	0	0	0	0	0	0	0
razpoka	0	1	0	0	0	0	0	0	0	0
naprava, oprema	0	0	0	0	0	0	0	0	0	0
oborožitev	0	0	0	0	0	0	0	0	0	0
pošten, pravičen	1	0	0	0	0	0	0	0	0	0
pravilen	1	0	0	0	0	0	0	0	0	0
upravičen	1	0	0	0	0	0	0	0	0	0
tog	0	1	0	0	0	0	0	0	0	0
togost	0	1	0	0	0	0	0	0	0	0
strogost	0	1	0	0	1	1	0	0	0	0
strog	0	1	0	0	0	0	0	0	0	0
rob	0	0	0	0	0	0	0	0	0	0
lupina	0	0	0	0	0	0	0	0	0	0
prstan	0	0	0	0	0	0	0	0	0	0
slepar	0	1	1	0	0	0	0	0	0	0
zvonjenje	0	0	0	0	0	0	0	0	0	0
drsališče	0	0	0	0	0	0	0	0	0	0
sprati	0	0	0	0	0	0	0	0	0	0
nemir	0	1	1	0	0	1	0	0	0	0
uporniški	0	1	1	0	0	1	0	0	1	0
obrežje	0	0	0	0	0	0	0	0	0	0
zrel	1	0	0	0	0	0	0	0	0	0
zoreti	1	0	0	1	0	0	0	0	0	0
zorenje	0	0	0	0	0	0	0	0	0	0
valovanje, zven	0	0	0	0	0	0	0	0	0	0
vzpon	0	0	0	0	0	0	0	0	0	0
obetaven, naraščajoč	1	0	0	1	0	0	1	0	0	0
tveganje	0	1	0	1	0	1	0	0	0	0
tvegan	0	1	0	1	0	1	0	0	0	0
obred	0	0	0	0	0	0	0	0	0	0
ritual	0	0	0	0	0	0	0	0	0	0
ritualističen	0	0	0	0	0	0	0	0	0	0
tekmec	0	0	0	0	0	0	0	0	0	0
tekmovalnost	0	1	1	0	0	0	0	0	0	0
reka	0	0	0	0	0	0	0	0	0	0
breg	0	0	0	0	0	0	0	0	0	0
zakovica	0	0	0	0	0	0	0	0	0	0
zakovan	0	0	0	0	0	0	0	0	0	0
privlačen	1	0	0	0	0	0	0	0	0	0
cesta	0	0	0	0	0	0	0	0	0	0
pot	0	0	0	0	0	0	0	0	0	0
roadster	1	0	0	0	0	0	1	0	0	1
cestišče	0	0	0	0	0	0	0	0	0	0
tavati, klatiti	0	0	0	0	0	0	0	0	0	0
rjovenje	0	0	0	0	0	0	0	0	0	0
pražiti, peči	0	0	0	0	0	0	0	0	0	0
okrasti, oropati, ogoljufati	0	1	1	0	1	1	0	1	0	0
ropar, razbojnik	0	1	0	0	1	1	0	0	0	0
rop, tatvina	0	1	1	0	1	1	0	1	0	0
halja, talar	0	0	0	0	0	0	0	0	0	0
robot	0	0	0	0	0	0	0	0	0	0
robotika	0	0	0	0	0	0	0	0	0	0
čil, krepak	1	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
kamen	1	0	0	0	0	0	0	0	0	0
raketa	0	0	1	0	0	0	0	0	0	0
kamenje	0	0	0	0	0	0	0	0	0	0
drog, žezlo	1	0	0	0	0	1	0	0	0	1
ikre, kaviar, srna	0	0	0	0	0	0	0	0	0	0
lopov, brezobziren	0	1	0	0	1	0	0	0	0	0
vloga	0	0	0	0	0	0	0	0	0	0
valj, zvitek, valjati	0	0	0	0	0	0	0	0	0	0
valjar	0	0	0	0	0	0	0	0	0	0
povoj	0	0	0	0	0	0	0	0	0	0
razposajen, veseljačenje	1	0	0	0	0	0	1	0	0	0
valjanje	0	0	0	0	0	0	0	0	0	0
romanca	1	0	0	1	0	1	1	1	1	1
romantičen	1	0	0	1	0	0	1	0	0	1
romantika	1	0	0	0	0	0	1	0	0	0
skakljati, lahka zmaga	1	0	0	0	0	0	1	0	0	0
streha	0	0	0	0	0	0	0	0	0	0
opehariti	0	1	1	0	1	0	0	0	0	0
soba	0	0	0	0	0	0	0	0	0	0
prostoren	0	0	0	0	0	0	0	0	0	0
počivališče	0	0	0	0	0	0	0	0	0	0
petelin	0	0	0	0	0	0	0	0	0	0
korenina, gomolj	0	0	0	0	0	0	0	0	0	0
zakoreninjen	1	0	0	0	0	0	0	0	0	1
vrv	0	0	0	0	0	0	0	0	0	0
rožni venec	0	0	0	0	0	0	0	0	0	0
vrtnica	0	0	0	0	0	0	0	0	0	0
rožmarin	0	0	0	0	0	0	0	0	0	0
rozeta	0	0	0	0	0	0	0	0	0	0
seznam, spisek	0	0	0	0	0	0	0	0	0	0
rožnat	1	0	0	0	0	0	0	0	0	0
gnitjr, razkrajanje	0	1	0	0	1	1	0	1	0	0
seznam, načrt	1	0	0	0	0	0	0	0	0	1
vrteč, vrtilen	0	0	0	0	0	0	0	0	0	0
vrteti	0	0	0	0	0	0	0	0	0	0
rotacija, vrtenje	0	0	0	0	0	0	0	0	0	0
napiflati	0	0	0	0	0	0	0	0	0	0
rotor	0	0	0	0	0	0	0	0	0	0
nagnit	0	1	0	0	1	0	0	0	0	0
rdečilo, ličilo	0	0	0	0	0	0	0	0	0	0
grob	0	0	0	0	0	0	0	0	0	0
neraven, oster	0	0	0	0	0	0	0	0	0	0
hrapavost, grobost	0	1	0	0	0	0	0	0	0	0
ruleta	0	0	0	1	0	0	0	0	0	0
okrogel	0	0	0	0	0	0	0	0	0	0
krožišče	0	0	0	0	0	0	0	0	0	0
zaokrožen	0	0	0	0	0	0	0	0	0	0
zbor, združitev	0	0	0	0	0	0	0	0	0	0
prebuditi	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
spodbuden, buden	0	0	0	0	0	0	0	0	0	0
premagati, poraz	0	1	0	0	0	0	0	0	0	0
pot	0	0	0	0	0	0	0	0	0	0
navada, rutina	1	0	0	0	0	0	0	0	0	1
potepuh	0	0	0	0	0	0	0	0	0	0
klateški	0	0	0	0	0	0	0	0	0	0
prepir, spor, prepirati	0	1	1	0	0	0	0	0	0	0
hrupen, neotesan, pretepač	0	1	0	0	0	0	0	0	0	0
kraljevski	0	0	0	0	0	0	0	0	0	0
kraljeva družina	1	0	0	0	0	0	0	0	0	0
drgnjenje, drgniti	0	0	0	0	0	0	0	0	0	0
guma, radirka	0	0	0	0	0	0	0	0	0	0
galoše	0	0	0	0	0	0	0	0	0	0
drgnjenje	0	0	0	0	0	0	0	0	0	0
smeti	0	1	0	0	1	0	0	0	0	0
ruševina, porušiti	0	1	0	0	0	1	0	1	0	0
navodilo	1	0	0	0	0	0	0	0	0	0
rubin, rubinast	0	0	0	0	0	0	0	0	0	0
krmilo	0	0	0	0	0	0	0	0	0	0
rdeč, zardel	0	0	0	0	0	0	0	0	0	0
osnoven	0	0	0	0	0	0	0	0	0	0
zametek	0	0	0	0	0	0	0	0	0	0
kesati se	0	1	0	0	0	0	0	1	0	0
togotnik	0	0	0	0	0	0	0	0	0	0
vznemiriti se	0	1	0	0	0	0	0	0	0	0
preproga	0	0	0	0	0	0	0	0	0	0
razgiban., neraven	0	1	0	0	0	0	0	0	0	0
uničiti, pokvariti	0	1	0	0	0	1	0	1	0	0
uničen, pokvarjen	0	1	1	0	1	1	0	1	0	0
propadel	0	1	1	0	1	1	0	1	0	0
ruševina	0	0	0	0	0	0	0	0	0	0
pravilo	0	0	0	0	0	1	0	0	0	1
vladar	0	0	0	0	0	0	0	0	0	0
vladajoč	0	0	0	0	0	0	0	0	0	0
rum	0	0	0	0	0	0	0	0	0	0
hrumenje, pretep	0	0	0	0	0	0	0	0	0	0
brskanje	0	0	0	0	0	0	0	0	0	0
govorica	0	1	0	0	0	0	0	1	0	0
govorjen	0	0	0	0	0	0	0	0	0	0
zadnjica	0	0	0	0	0	0	0	0	0	0
pobegel, ubežnik	0	1	0	0	0	0	0	1	0	0
runa, urok	0	0	0	0	0	0	0	0	0	0
prečka	0	0	0	0	0	0	0	0	0	0
tekač	0	0	0	0	0	0	0	0	0	0
tekanje	0	0	0	0	0	0	0	0	0	0
steza	0	0	0	0	0	0	0	0	0	0
raztrgati, počenje	0	1	0	0	0	1	0	1	1	0
podeželski	0	0	0	0	0	0	0	0	0	0
trik, zvijača	0	1	0	0	0	0	0	0	0	0
hitenje	0	0	0	0	0	0	0	0	0	0
rja	0	1	0	0	0	0	0	0	0	0
preprost	0	0	0	0	0	0	0	0	0	0
šelesteti	0	0	0	0	0	0	0	0	0	0
zarjavel	0	1	0	0	0	0	0	0	0	0
sled	0	0	0	0	0	0	0	0	0	0
sočutje, milost	1	0	0	0	0	0	0	0	0	0
neusmiljen, malomaren, brezobziren	0	1	1	0	1	1	0	0	0	0
rž	0	0	0	0	0	0	0	0	0	0
sablja	0	1	1	0	0	1	0	0	0	0
sobolj	0	0	0	0	0	0	0	0	0	0
sabotaža	0	1	1	0	1	1	0	1	1	0
mešiček, vreča	0	0	0	0	0	0	0	0	0	0
žakelj	0	0	0	0	0	0	0	0	0	0
zakrament	0	0	0	0	0	0	0	0	0	0
svet	0	0	0	0	0	0	0	0	0	0
žrtvovati, žrtev	0	1	0	0	1	1	0	1	0	0
sedlo	0	0	0	0	0	0	0	0	0	0
žalosten	0	1	0	0	0	0	0	1	0	0
žalost	0	1	0	0	0	0	0	1	0	1
varen	1	0	0	0	0	0	1	0	0	1
ščititi, zaščita	1	0	0	0	0	0	0	0	0	1
hramba, varstvo	0	0	0	0	0	0	0	0	0	1
varnost	0	0	0	0	0	0	0	0	0	0
žafran	0	0	0	0	0	0	0	0	0	0
uvešenost, padec	0	1	0	0	0	1	0	0	0	0
saga	0	0	0	0	0	0	0	0	0	0
žajbelj, modrec	1	0	0	0	0	0	0	0	0	1
jadro	0	0	0	0	0	0	0	0	0	0
jadranje	0	0	0	0	0	0	0	0	0	0
mornar, jadralec	0	0	0	0	0	0	0	0	0	0
svetnik	1	0	0	1	0	0	1	0	1	1
svetniški	1	0	0	1	0	0	1	0	1	1
solata	0	0	0	0	0	0	0	0	0	0
močerad	0	0	0	0	0	0	0	0	0	0
plača	1	0	0	1	0	0	1	0	0	1
prodaja	0	0	0	0	0	0	0	0	0	0
prodajalec	0	0	0	0	0	0	0	0	0	0
značilen	1	0	0	0	0	0	0	0	0	0
solna raztopina	0	0	0	0	0	0	0	0	0	0
slina	0	0	0	1	0	0	0	0	0	0
izlet	0	0	0	0	0	0	0	0	1	0
salon	0	0	0	0	0	0	0	0	0	0
salon	0	0	1	0	0	0	0	0	0	0
sol	0	0	0	0	0	0	0	0	0	0
slan	0	0	0	0	0	0	0	0	0	0
koristen	1	0	0	0	0	0	1	0	0	1
pozdrav	0	0	0	0	0	0	0	0	0	0
pozdraviti, pozdrav	1	0	0	0	0	0	1	0	0	0
rešiti	0	0	0	0	0	0	0	0	0	0
odrešitev	1	0	0	1	0	0	1	0	0	1
uteha, tolažba, mazilo	1	0	0	0	0	0	0	0	0	0
samba	0	0	0	0	0	0	0	0	0	0
enoličnost, enakost	0	0	0	0	0	0	0	0	0	0
samuraj	1	0	0	0	0	1	0	0	0	0
posvečenje	1	0	0	0	0	0	1	0	0	1
posvečen	0	0	0	0	0	0	0	0	0	0
posvetiti	1	0	0	1	0	0	1	1	1	1
sankcija	0	0	0	0	0	0	0	0	0	0
sankcioniran	0	0	0	0	0	0	0	0	0	0
svetost	0	0	0	0	0	0	0	0	0	0
svetišče	1	0	0	1	0	0	1	0	0	1
pesek	0	0	0	0	0	0	0	0	0	0
sandala	0	0	0	0	0	0	0	0	0	0
brusilnik	0	0	0	0	0	0	0	0	0	0
brusiti, gladiti	0	0	0	0	0	0	0	0	0	0
peščen	0	0	0	0	0	0	0	0	0	0
razumen	0	0	0	0	0	0	0	0	0	0
optimističen	1	0	0	0	0	0	0	0	0	0
higienski	1	0	0	0	0	0	0	0	0	0
razum	0	0	0	0	0	0	0	0	0	0
brez	0	0	0	0	0	0	0	0	0	0
tepec, izčrpati	0	1	0	0	0	0	0	1	0	0
safir	0	0	0	0	0	0	0	0	0	0
pocukran	0	0	0	0	0	0	0	0	0	1
sarkazem	0	1	1	0	1	0	0	1	0	0
sarkom	0	1	0	0	0	1	0	1	0	0
prezirljiv	0	1	0	0	0	0	0	0	0	0
pas, trak	0	0	0	0	0	0	0	0	0	0
sataničen	0	1	1	0	0	0	0	0	0	0
torbica	0	0	0	0	0	0	0	0	0	0
potešiti	0	0	0	0	0	0	0	0	0	0
satelit	0	0	0	0	0	0	0	0	0	0
saten	1	0	0	0	0	0	0	0	0	0
satira	0	0	0	0	0	0	0	0	0	0
satiričen	0	0	0	0	0	0	0	0	0	0
zadovoljstvo	0	0	0	0	0	0	0	0	0	0
zadovoljiv	1	0	0	0	0	0	0	0	0	0
zadovoljen	1	0	0	0	0	0	1	0	0	0
nasičen	0	0	0	0	0	0	0	0	0	0
nasičen	0	1	0	0	1	0	0	0	0	0
nasičenost	0	0	0	0	0	0	0	0	0	0
omaka	0	0	0	0	0	0	0	0	0	0
kozica	0	0	0	0	0	0	0	0	0	0
krožnik	0	0	0	0	0	0	0	0	0	0
predrzen, kosmat	0	0	0	0	0	0	0	0	0	0
kislo zelje	0	0	0	0	0	0	0	0	0	0
savna	0	0	0	0	0	0	0	0	0	0
divji, brutalen	0	1	1	0	0	1	0	0	0	0
