"English (en)...1"	"German (de)"	"Slovenian (sl)"	"Positive"	"Negative"	"Anger"	"Anticipation"	"Disgust"	"Fear"	"Joy"	"Sadness"	"Surprise"	"Trust"
"sedge"	"Segge"	"Sedge"	0	0	0	0	0	0	0	0	0	0
"sediment"	"Sediment"	"usedline"	0	0	0	0	0	0	0	0	0	0
"sedimentary"	"sedimentär"	"sedimentno"	0	0	0	0	0	0	0	0	0	0
"sedition"	"Aufruhr"	"zmedenost"	0	1	1	0	0	0	0	1	0	0
"seduce"	"verführen"	"zapeljati"	0	1	0	0	0	0	0	0	0	0
"seducing"	"verführerisch"	"zapeljevanje"	0	0	0	0	0	0	0	0	0	0
"seduction"	"Verführung"	"zapeljevanje"	0	1	0	0	0	0	0	0	0	0
"seductive"	"verführerisch"	"zapeljiv"	0	0	0	1	0	0	0	0	0	0
"seed"	"Samen"	"seme"	0	0	0	0	0	0	0	0	0	0
"seedling"	"Sämling"	"sadike"	0	0	0	0	0	0	0	0	0	0
"seek"	"suchen"	"iščite"	0	0	0	1	0	0	0	0	0	0
"seeker"	"Sucher"	"iskalec"	0	0	0	0	0	0	0	0	0	0
"seemingly"	"scheinbar"	"navidez"	0	0	0	0	0	0	0	0	0	0
"seer"	"Seher"	"videl"	0	0	0	0	0	0	0	0	0	0
"seething"	"brodelt"	"zasukanje"	0	0	0	0	0	0	0	0	0	0
"segment"	"Segment"	"segmentu"	0	0	0	0	0	0	0	0	0	0
"segregate"	"trennen"	"ločite"	0	1	1	0	1	0	0	1	0	0
"segregated"	"abgesondert"	"ločeni"	0	1	0	0	0	0	0	0	0	0
"segregation"	"Trennung"	"segregacija"	0	0	0	0	0	0	0	0	0	0
"seize"	"ergreifen"	"izkoristiti"	0	1	0	0	0	1	0	0	0	0
"seizure"	"Beschlagnahme"	"zaseg"	0	0	0	0	0	1	0	0	0	0
"seldom"	"selten"	"redko"	0	0	0	0	0	0	0	0	0	0
"select"	"wählen"	"izberite"	0	0	0	0	0	0	0	0	0	0
"selection"	"Auswahl"	"izbira"	0	0	0	0	0	0	0	0	0	0
"selfish"	"egoistisch"	"sebičen"	0	1	1	0	1	0	0	0	0	0
"selfishness"	"Selbstsucht"	"sebičnost"	0	1	0	0	0	0	0	0	0	0
"sell"	"verkaufen"	"prodati"	0	0	0	0	0	0	0	0	0	0
"seller"	"Verkäufer"	"prodajalec"	0	0	0	0	0	0	0	0	0	0
"semaphore"	"Semaphor"	"semafor"	0	0	0	0	0	0	0	0	0	0
"semblance"	"Anschein"	"podobnost"	0	0	0	0	0	0	0	0	0	0
"semen"	"Samen"	"semena"	0	0	0	0	0	0	0	0	0	0
"semicolon"	"Semikolon"	"podpičje"	0	0	0	0	0	0	0	0	0	0
"seminal"	"Samen"	"seminal"	0	0	0	0	0	0	0	0	0	0
"seminar"	"Seminar"	"seminar"	0	0	0	0	0	0	0	0	0	0
"seminary"	"Seminar"	"seminar"	0	0	0	0	0	0	0	0	0	0
"semiotics"	"Semiotik"	"semiotika"	0	0	0	0	0	0	0	0	0	0
"senate"	"Senat"	"senat"	0	0	0	0	0	0	0	0	0	1
"senator"	"Senator"	"senator"	0	0	0	0	0	0	0	0	0	0
"send"	"senden"	"pošlji"	0	0	0	0	0	0	0	0	0	0
"senescence"	"Seneszenz"	"senescence"	0	0	0	0	0	0	0	0	0	0
"senile"	"senil"	"senilen"	0	1	0	0	0	1	0	1	0	0
"senior"	"Senior"	"starejši"	0	0	0	0	0	0	0	0	0	0
"seniority"	"Dienstalter"	"delovno dobo"	1	0	0	0	0	0	0	0	0	1
"sensation"	"Sensation"	"občutek"	0	0	0	0	0	0	0	0	0	0
"sensational"	"sensationell"	"senzacionalno"	1	0	0	0	0	0	1	0	0	0
"sense"	"Sinn"	"smisel"	1	0	0	0	0	0	0	0	0	0
"senseless"	"sinnlos"	"nesmiselno"	0	1	1	0	1	1	0	1	1	0
"senses"	"Sinne"	"občutki"	0	0	0	0	0	0	0	0	0	0
"sensibility"	"Sensibilität"	"senzibilnost"	1	0	0	0	0	0	0	0	0	0
"sensibly"	"vernünftig"	"smiselno"	1	0	0	0	0	0	0	0	0	0
"sensitive"	"empfindlich"	"občutljivo"	0	0	0	0	0	0	0	0	0	0
"sensory"	"sensorisch"	"senzorično"	0	0	0	0	0	0	0	0	0	0
"sensual"	"sinnlich"	"čutno"	1	1	0	1	0	0	1	0	1	1
"sensuality"	"Sinnlichkeit"	"čutnost"	1	0	0	1	0	0	1	0	0	0
"sensuous"	"sinnlich"	"čutno"	1	0	0	0	0	0	1	0	0	0
"sentence"	"Satz"	"stavka"	0	1	1	1	1	1	0	1	0	0
"sentient"	"empfindungsfähig"	"čutno"	0	0	0	0	0	0	0	0	0	0
"sentiment"	"Gefühl"	"sentiment"	0	0	0	0	0	0	0	0	0	0
"sentimental"	"sentimental"	"sentimentalno"	1	0	0	0	0	0	0	0	0	0
"sentimentality"	"Sentimentalität"	"sentimentality"	1	0	0	0	0	0	0	0	0	0
"sentinel"	"Wächter"	"nadzornik"	1	0	0	0	0	0	0	0	0	1
"sentry"	"Posten"	"stražar"	0	0	0	0	0	0	0	0	0	1
"separable"	"trennbar"	"ločljiv"	0	0	0	0	0	0	0	0	0	0
"separate"	"trennen"	"ločeni"	0	0	0	0	0	0	0	0	0	0
"separately"	"separat"	"ločeno"	0	0	0	0	0	0	0	0	0	0
"separation"	"Trennung"	"ločitev"	0	0	0	0	0	0	0	0	0	0
"separatist"	"Separatist"	"separatist"	0	1	1	0	1	0	0	0	0	0
"sepia"	"Sepia"	"sepija"	0	0	0	0	0	0	0	0	0	0
"sepsis"	"Sepsis"	"sepse"	0	1	0	0	0	1	0	1	0	0
"sept"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"septic"	"septisch"	"septična"	0	1	0	0	1	0	0	0	0	0
"septum"	"Septum"	"septum"	0	0	0	0	0	0	0	0	0	0
"sequel"	"Folge"	"nadaljevanje"	0	0	0	1	0	0	0	0	0	0
"sequence"	"Sequenz"	"zaporedje"	0	0	0	0	0	0	0	0	0	0
"sequent"	"aufeinanderfolgend"	"sekvenca"	0	0	0	0	0	0	0	0	0	0
"sequestered"	"abgesondert"	"sekvestrirane"	0	0	0	0	0	0	0	0	0	0
"sequestration"	"Sequestrierung"	"sekvestracija"	0	1	0	0	0	0	0	1	0	0
"serene"	"heiter"	"miren"	0	1	0	0	0	0	0	0	0	1
"serenity"	"Gelassenheit"	"spokojnost"	1	0	0	1	0	0	1	0	0	1
"sergeant"	"Sergeant"	"narednik"	0	0	0	0	0	0	0	0	0	0
"serial"	"seriell"	"serijski"	0	0	0	1	0	0	0	0	0	0
"series"	"Serie"	"serije"	0	0	0	0	0	0	0	0	0	1
"serif"	"Serife"	"serif"	0	0	0	0	0	0	0	0	0	0
"seriousness"	"Schwere"	"resnost"	0	0	0	0	0	1	0	1	0	0
"sermon"	"Predigt"	"pridiga"	1	0	0	0	0	0	0	0	0	1
"serpent"	"Schlange"	"kača"	0	1	0	0	1	1	0	0	0	0
"serpentine"	"Serpentin"	"serpentina"	0	0	0	0	0	0	0	0	0	0
"serrated"	"gezähnt"	"nazobčan"	0	0	0	0	0	0	0	0	0	0
"serum"	"Serum"	"serum"	1	0	0	0	0	0	0	0	0	0
"servant"	"Diener"	"služabnik"	0	1	0	0	0	0	0	0	0	1
"serve"	"Dienen"	"služijo"	0	1	0	0	0	0	0	0	0	1
"service"	"Bedienung"	"storitev"	0	0	0	0	0	0	0	0	0	0
"serviceable"	"wartungsfähig"	"uporabno"	0	0	0	0	0	0	0	0	0	0
"servile"	"servil"	"servile"	0	1	0	0	1	1	0	1	0	0
"servitude"	"Knechtschaft"	"služnost"	0	1	0	0	0	0	0	0	0	0
"sess"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"session"	"Session"	"seja"	0	0	0	0	0	0	0	0	0	0
"sessions"	"Sitzungen"	"seje"	0	0	0	0	0	0	0	0	0	0
"set"	"einstellen"	"nastavite"	0	0	0	0	0	0	0	0	0	0
"setback"	"Rückschlag"	"nazadovanje"	0	1	0	0	0	0	0	1	0	0
"sett"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"setter"	"Setter"	"setter"	0	0	0	0	0	0	0	0	0	0
"settle"	"begleichen"	"poravnati"	0	0	0	0	0	0	0	0	0	0
"settled"	"beglichen"	"poravnana"	0	0	0	0	0	0	0	0	0	0
"settler"	"Siedler"	"naseljenec"	0	0	0	0	0	0	0	0	0	0
"settlor"	"Begründer"	"urednik"	1	0	0	0	0	1	0	0	0	0
"seventh"	"siebte"	"sedmi"	0	0	0	0	0	0	0	0	0	0
"seventy"	"siebzig"	"sedemdeset"	0	0	0	0	0	0	0	0	0	0
"sever"	"trennen"	"sever"	0	1	0	0	0	0	0	0	0	0
"severable"	"abtrennbar"	"ločljiv"	0	0	0	0	0	0	0	0	0	0
"severally"	"einzeln"	"severno"	0	0	0	0	0	0	0	0	0	0
"severance"	"Abfindung"	"odprava"	0	0	0	0	0	0	0	1	0	0
"severely"	"stark"	"resno"	0	0	0	0	0	0	0	0	0	0
"severity"	"Schwere"	"resnost"	0	0	0	0	0	0	0	0	0	0
"sew"	"nähen"	"šivati"	0	0	0	0	0	0	0	0	0	0
"sewage"	"Abwasser"	"kanalizacija"	0	1	0	0	1	0	0	0	0	0
"sewer"	"Kanal"	"kanalizacija"	0	0	0	0	1	0	0	0	0	0
"sewerage"	"Kanalisation"	"kanalizacija"	0	1	0	0	1	0	0	0	0	0
"sex"	"Sex"	"seks"	1	0	0	1	0	0	1	0	0	1
"sexuality"	"Sexualität"	"seksualnost"	0	0	0	0	0	0	0	0	0	0
"sexy"	"sexy"	"seksi"	0	0	0	0	0	0	0	0	0	0
"shabby"	"schäbig"	"obrita"	0	1	0	0	1	0	0	0	0	0
"shack"	"Hütte"	"shack"	0	1	0	0	1	0	0	1	0	0
"shackle"	"Schäkel"	"skodelico"	0	1	1	1	1	1	0	1	0	0
"shade"	"Schatten"	"senco"	0	0	0	0	0	0	0	0	0	0
"shades"	"Schatten"	"odtenki"	0	0	0	0	0	0	0	0	0	0
"shading"	"Schattierung"	"senčenje"	0	0	0	0	0	0	0	0	0	0
"shadow"	"Schatten"	"senca"	0	0	0	0	0	0	0	0	0	0
"shadowy"	"schattenhaft"	"senčen"	0	0	0	0	0	0	0	0	0	0
"shady"	"schattig"	"senčen"	0	1	0	0	0	1	0	0	0	0
"shaft"	"Welle"	"gred"	0	0	0	0	0	0	0	0	0	0
"shag"	"Shag"	"shag"	0	0	0	0	0	0	0	0	0	0
"shaggy"	"zottelig"	"grdo"	0	0	0	0	0	0	0	0	0	0
"shake"	"Shake"	"pretresite"	0	0	0	0	0	0	0	0	0	0
"shaken"	"erschüttert"	"pretresen"	0	0	0	0	0	0	0	0	0	0
"shaking"	"Schütteln"	"tresenje"	0	1	0	0	0	1	0	0	0	0
"shaky"	"wackelig"	"stresan"	0	1	1	1	0	1	0	0	0	0
"sham"	"Schein"	"lažno"	0	1	1	0	1	0	0	0	0	0
"shaman"	"Schamane"	"šaman"	0	0	0	0	0	0	0	0	0	0
"shambles"	"Scherben"	"Škoda"	0	1	0	0	0	0	0	0	0	0
"shame"	"Schande"	"sram"	0	1	0	0	1	1	0	1	0	0
"shameful"	"beschämend"	"sramotno"	0	1	0	0	0	0	0	1	0	0
"shameless"	"schamlos"	"brez sramu"	0	1	0	0	1	0	0	0	0	0
"shanghai"	"Shanghai"	"Šanghaj"	0	1	0	0	1	1	0	0	0	0
"shank"	"Schaft"	"greben"	0	0	0	0	0	1	0	0	0	0
"shanty"	"Shanty"	"shanty"	0	0	0	0	0	0	0	0	0	0
"shape"	"gestalten"	"obliko"	1	0	0	0	0	0	0	0	0	0
"shapely"	"wohlgeformt"	"lepo"	1	0	0	0	0	0	0	0	0	0
"share"	"Aktie"	"deliti"	1	0	0	1	0	0	1	0	0	1
"shareholder"	"Aktionär"	"delničar"	0	0	0	0	0	0	0	0	0	0
"shark"	"Hai"	"morski pes"	0	1	0	0	0	0	0	0	0	0
"sharpen"	"schärfen"	"izostriti"	0	0	1	1	0	0	0	0	0	0
"sharpened"	"geschärft"	"ostro"	0	0	0	0	0	0	0	0	0	0
"sharpener"	"Anspitzer"	"šilček"	0	0	0	0	0	0	0	0	0	0
"sharpness"	"Schärfe"	"ostrina"	0	0	0	0	0	0	0	0	0	0
"shatter"	"zerschmettern"	"Razbiti"	0	1	1	0	0	1	0	1	1	0
"shattered"	"zerschlagen"	"razburjen"	0	1	0	0	0	0	0	1	0	0
"shave"	"rasieren"	"britje"	0	0	0	0	0	0	0	0	0	0
"shaving"	"Rasieren"	"britje"	0	0	0	0	0	0	0	0	0	0
"shawl"	"Schal"	"šal"	0	0	0	0	0	0	0	0	0	0
"sheaf"	"Garbe"	"snop"	0	0	0	0	0	0	0	0	0	0
"shear"	"scheren"	"striženje"	0	0	0	0	0	0	0	0	0	0
"shears"	"Schere"	"škarje"	0	0	0	0	0	0	0	0	0	0
"sheath"	"Mantel"	"plašč"	0	0	0	0	0	0	0	0	0	0
"sheathing"	"Ummantelung"	"plašč"	0	0	0	0	0	0	0	0	0	0
"shed"	"Schuppen"	"shed"	0	1	0	0	0	0	0	0	0	0
"sheen"	"Glanz"	"sen"	0	0	0	0	0	0	0	0	0	0
"sheep"	"Schaf"	"ovce"	0	0	0	0	0	0	0	0	0	0
"sheer"	"schier"	"čisto"	0	0	0	0	0	0	0	0	0	0
"sheet"	"Blatt"	"list"	0	0	0	0	0	0	0	0	0	0
"shelf"	"Regal"	"polica"	0	0	0	0	0	0	0	0	0	0
"shell"	"Schale"	"lupina"	0	1	1	0	0	1	0	1	1	0
"shellfish"	"Schaltier"	"lupinar"	0	0	0	0	0	0	0	0	0	0
"shelter"	"Schutz"	"zavetje"	1	0	0	0	0	0	0	0	0	1
"shelved"	"aufgeschoben"	"odložili"	0	1	0	0	0	0	0	0	0	0
"shepherd"	"Schäfer"	"pastir"	1	0	0	0	0	0	0	0	0	1
"sheriff"	"Sheriff"	"šerif"	0	0	0	0	0	0	0	0	0	1
"sherry"	"Sherry"	"sherry"	0	0	0	0	0	0	0	0	0	0
"shield"	"Schild"	"ščit"	0	0	0	0	0	0	0	0	0	0
"shift"	"Verschiebung"	"premik"	0	0	0	0	0	0	0	0	0	0
"shifting"	"Verschiebung"	"premikanje"	0	0	0	0	0	0	0	0	0	0
"shilling"	"Schilling"	"šiling"	0	0	0	0	0	0	0	0	0	0
"shimmer"	"schimmern"	"šimer"	0	0	0	0	0	0	0	0	0	0
"shin"	"Schienbein"	"shin"	0	0	0	0	0	0	0	0	0	0
"shine"	"scheinen"	"sijaj"	1	0	0	0	0	0	0	0	0	0
"shingle"	"Schindel"	"skodelica"	0	0	0	0	0	0	0	0	0	0
"shining"	"leuchtenden"	"sije"	1	0	0	1	0	0	1	0	0	0
"shiny"	"glänzend"	"svetleč"	0	0	0	0	0	0	0	0	0	0
"ship"	"Schiff"	"ladja"	0	0	0	1	0	0	0	0	0	0
"shipment"	"Sendung"	"pošiljka"	0	0	0	0	0	0	0	0	0	0
"shipping"	"Versand"	"Dostava"	0	0	0	0	0	0	0	0	0	0
"shipwreck"	"Schiffswrack"	"brodolom"	0	1	0	0	0	1	0	1	0	0
"shire"	"Grafschaft"	"Shire"	0	0	0	0	0	0	0	0	0	0
"shirt"	"Hemd"	"majica"	0	0	0	0	0	0	0	0	0	0
"shit"	"Scheisse"	"sranje"	0	1	1	0	1	0	0	0	0	0
"shiver"	"Schauer"	"Stisni"	0	1	1	1	0	1	0	1	0	0
"shivering"	"Zittern"	"drgetanje"	0	0	0	0	0	0	0	0	0	0
"shoals"	"Untoten"	"plitvine"	0	0	0	0	0	0	0	0	0	0
"shock"	"Schock"	"šok"	0	1	1	0	0	1	0	0	1	0
"shockingly"	"erschreckend"	"šokantno"	0	0	0	0	0	0	0	0	1	0
"shoddy"	"Shoddy"	"Dražilen"	0	1	1	0	1	0	0	0	0	0
"shoe"	"Schuh"	"čevelj"	0	0	0	0	0	0	0	0	0	0
"shoemaker"	"Schuster"	"čevljar"	0	0	0	0	0	0	0	0	0	0
"shoot"	"schießen"	"ustrelil"	0	1	1	0	0	1	0	0	0	0
"shooter"	"Schütze"	"strelec"	0	0	0	0	0	1	0	0	0	0
"shooting"	"Schießen"	"streljanje"	0	1	1	0	0	1	0	0	0	0
"shop"	"Geschäft"	"trgovina"	0	0	0	0	0	0	0	0	0	0
"shopkeeper"	"Ladenbesitzer"	"trgovec"	0	0	0	0	0	0	0	0	0	1
"shoplifting"	"Ladendiebstahl"	"trgovina"	0	1	1	0	1	0	0	0	0	0
"shopping"	"Einkaufen"	"nakupovanje"	1	0	0	1	0	0	1	0	1	1
"shore"	"Ufer"	"obala"	0	0	0	0	0	0	0	0	0	0
"shorn"	"geschoren"	"Shorn"	0	0	0	0	0	0	0	0	0	0
"short"	"kurz"	"kratek"	0	0	0	0	0	0	0	0	0	0
"shortage"	"Mangel"	"pomanjkanje"	0	1	1	0	0	1	0	1	0	0
"shortcoming"	"Mangel"	"pomanjkljivost"	0	1	0	0	0	0	0	0	0	0
"shorten"	"verkürzen"	"skrajšajte"	0	0	0	0	0	0	0	0	0	0
"shortening"	"Verkürzung"	"skrajšanje"	0	0	0	0	0	0	0	0	0	0
"shorthand"	"Kurzschrift"	"stenografija"	0	0	0	0	0	0	0	0	0	0
"shortly"	"kurz"	"kmalu"	0	0	0	1	0	0	0	0	0	0
"shortness"	"Kürze"	"kratkost"	0	0	0	0	0	0	0	0	0	0
"shorts"	"kurze Hose"	"kratke hlače"	0	0	0	0	0	0	0	0	0	0
"shot"	"Schuss"	"strel"	0	1	1	0	0	1	0	1	1	0
"shotgun"	"Schrotflinte"	"puško"	0	0	0	0	0	0	0	0	0	0
"shoulder"	"Schulter"	"ramo"	1	0	0	0	0	0	0	0	0	1
"shout"	"schreien"	"kričati"	0	0	1	0	0	0	0	0	1	0
"shove"	"schieben"	"potisni"	0	1	1	0	0	0	0	0	0	0
"shovel"	"Schaufel"	"lopato"	0	0	0	0	0	0	0	0	0	0
"shoveling"	"Schaufeln"	"kopanje"	0	0	0	0	0	0	0	0	0	0
"show"	"Show"	"show"	0	0	0	0	0	0	0	0	0	1
"shower"	"Dusche"	"tuš"	0	0	0	0	0	0	0	0	0	0
"showing"	"zeigt"	"prikazovanje"	0	0	0	0	0	0	0	0	0	0
"showy"	"auffällig"	"prodoren"	0	1	0	0	0	0	0	0	0	0
"shrapnel"	"Schrapnell"	"šrapnel"	0	0	0	0	0	1	0	0	0	0
"shred"	"Fetzen"	"shred"	0	0	0	0	0	0	0	0	0	0
"shrewd"	"klug"	"pameten"	1	0	0	0	0	0	0	0	0	0
"shriek"	"Schrei"	"kričati"	0	1	1	0	0	1	0	1	1	0
"shrill"	"schrillen"	"navzdol"	0	1	1	0	0	1	0	0	1	0
"shrimp"	"Garnele"	"kozice"	0	0	0	0	0	0	0	0	0	0
"shrine"	"Schrein"	"svetišče"	0	0	0	0	0	0	0	0	0	0
"shrink"	"schrumpfen"	"skrči"	0	1	0	0	0	1	0	1	0	0
"shrinking"	"Schrumpfung"	"krčenje"	0	0	0	0	0	0	0	0	0	0
"shroud"	"Leichentuch"	"pokrov"	0	0	0	0	0	0	0	1	0	0
"shrub"	"Strauch"	"grm"	0	0	0	0	0	0	0	0	0	0
"shrubbery"	"Gebüsch"	"grmičevje"	0	0	0	0	0	0	0	0	0	0
"shrug"	"zucken"	"skomig"	0	0	0	0	0	0	0	0	0	0
"shrunk"	"geschrumpft"	"skrčila"	0	1	0	0	0	0	0	0	0	0
"shudder"	"schaudern"	"stresel"	0	1	0	0	0	1	0	0	0	0
"shuffle"	"Mischen"	"shuffle"	0	0	0	0	0	0	0	0	0	0
"shuffling"	"schlurfend"	"premešanje"	0	0	0	0	0	0	0	0	0	0
"shun"	"meiden"	"Izogibaj se"	0	1	1	0	1	0	0	1	0	0
"shunt"	"Shunt"	"shant"	0	0	0	0	0	0	0	0	0	0
"shut"	"geschlossen"	"Zapri"	0	0	0	0	0	0	0	0	0	0
"shutter"	"Verschluss"	"zaklop"	0	0	0	0	0	0	0	0	0	0
"shuttle"	"pendeln"	"shuttle"	0	0	0	0	0	0	0	0	0	0
"sib"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	1
"sic"	"sic"	"sic"	0	0	0	0	0	0	0	0	0	0
"sick"	"krank"	"bolan"	0	1	0	0	1	0	0	1	0	0
"sickening"	"widerlich"	"bolan"	0	1	1	0	1	1	0	1	0	0
"sickle"	"Sichel"	"srp"	0	0	0	0	0	0	0	0	0	0
"sickly"	"kränklich"	"bolan"	0	1	0	0	1	0	0	1	0	0
"sickness"	"Krankheit"	"bolezen"	0	1	0	0	1	1	0	1	0	0
"side"	"Seite"	"stran"	0	0	0	0	0	0	0	0	0	0
"sideboard"	"Anrichte"	"tabla"	0	0	0	0	0	0	0	0	0	0
"sidestep"	"Ausweichen"	"sidestep"	0	0	0	0	0	0	0	0	0	0
"sideways"	"seitwärts"	"ob strani"	0	0	0	0	0	0	0	0	0	0
"siege"	"Belagerung"	"obleganje"	0	0	0	0	0	0	0	0	0	0
"siesta"	"Siesta"	"siesta"	0	0	0	0	0	0	0	0	0	0
"sieve"	"Sieb"	"sito"	0	0	0	0	0	0	0	0	0	0
"sifting"	"Sichtung"	"presejanje"	0	0	0	0	0	0	0	0	0	0
"sigh"	"Seufzer"	"vzdih"	0	0	0	0	0	0	0	0	0	0
"sight"	"Sicht"	"pogled"	0	0	0	0	0	0	0	0	0	0
"sign"	"Schild"	"znak"	0	0	0	0	0	0	0	0	0	0
"signal"	"Signal"	"signal"	0	0	0	0	0	0	0	0	0	0
"signature"	"Unterschrift"	"podpis"	0	0	0	0	0	0	0	0	0	1
"significance"	"Bedeutung"	"pomembnost"	0	0	0	0	0	0	0	0	0	0
"significant"	"von Bedeutung"	"pomembno"	0	0	0	0	0	0	0	0	0	0
"signification"	"Bedeutung"	"pomen"	0	0	0	0	0	0	0	0	0	0
"signify"	"bedeuten"	"označite"	0	0	0	1	0	0	0	0	0	0
"signpost"	"Wegweiser"	"smerokaz"	0	0	0	0	0	0	0	0	0	0
"silent"	"Leise"	"tiho"	0	0	0	0	0	0	0	0	0	0
"silently"	"schweigend"	"tiho"	0	0	0	0	0	0	0	0	0	0
"silhouette"	"Silhouette"	"silhueta"	0	0	0	0	0	0	0	0	0	0
"silk"	"Seide"	"svila"	1	0	0	0	0	0	0	0	0	0
"silken"	"seiden"	"svilena"	0	0	0	0	0	0	0	0	0	0
"silky"	"seidig"	"svilnato"	0	0	0	0	0	0	0	0	0	0
"sill"	"Schwelle"	"prag"	0	0	0	0	0	0	0	0	0	0
"silliness"	"Albernheit"	"neumnosti"	0	0	0	0	0	0	0	0	0	0
"silly"	"dumm"	"neumno"	0	1	0	0	0	0	1	0	0	0
"silt"	"Schlick"	"mulj"	0	0	0	0	0	0	0	0	0	0
"silver"	"Silber-"	"srebro"	0	0	0	0	0	0	0	0	0	0
"silvery"	"silbrig"	"srebrno"	0	0	0	0	0	0	0	0	0	0
"similar"	"ähnlich"	"podobno"	0	0	0	0	0	0	0	0	0	0
"similarity"	"Ähnlichkeit"	"podobnost"	0	0	0	0	0	0	0	0	0	0
"simile"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"simmer"	"kochen"	"simmer"	0	0	1	1	0	0	0	0	0	0
"simmering"	"köchelnd"	"kuhanje"	0	0	0	1	0	0	0	0	0	0
"simple"	"einfach"	"preprosto"	0	0	0	0	0	0	0	0	0	0
"simples"	"NO TRANSLATION"	"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"simplify"	"vereinfachen"	"poenostaviti"	1	0	0	1	0	0	1	0	1	1
"simply"	"einfach"	"preprosto"	0	0	0	0	0	0	0	0	0	0
"simulate"	"simulieren"	"simulirati"	0	0	0	0	0	0	0	0	0	0
"simulated"	"simuliert"	"simulirano"	0	0	0	0	0	0	0	0	0	0
"simulating"	"simulieren"	"simuliranje"	0	0	0	0	0	0	0	0	0	0
"simulation"	"Simulation"	"simulacija"	0	0	0	0	0	0	0	0	0	0
"simultaneous"	"gleichzeitig"	"istočasno"	0	0	0	0	0	0	0	0	0	0
"simultaneously"	"gleichzeitig"	"hkrati"	0	0	0	0	0	0	0	0	0	0
"sin"	"NO TRANSLATION"	"NO TRANSLATION"	0	1	1	0	1	1	0	1	0	0
"sincere"	"aufrichtig"	"iskreno"	1	0	0	0	0	0	0	0	0	1
"sincerity"	"Aufrichtigkeit"	"iskrenost"	1	0	0	0	0	0	0	0	0	0
"sinful"	"sündhaft"	"grešno"	0	1	1	0	1	1	0	1	0	0
"sing"	"singen"	"poje"	1	0	0	1	0	0	1	1	0	1
"singer"	"Sänger"	"pevka"	0	0	0	0	0	0	0	0	0	0
"single"	"Single"	"samski"	0	0	0	0	0	0	0	0	0	0
"singly"	"einzeln"	"posamično"	1	0	0	0	0	0	0	0	0	0
"singular"	"Singular"	"edinstven"	0	0	0	0	0	0	0	0	0	0
"singularity"	"Singularität"	"singularnost"	0	0	0	0	0	0	0	0	0	0
"singularly"	"einzigartig"	"edinstveno"	0	0	0	0	0	0	0	0	1	0
"sinister"	"unheimlich"	"zloben"	0	1	1	0	1	1	0	0	0	0
"sink"	"sinken"	"potopite"	0	0	0	0	0	0	0	0	0	0
"sinner"	"Sünder"	"grešnik"	0	1	1	0	1	1	0	1	0	0
"sinning"	"sündigen"	"grešenje"	0	1	0	0	1	0	0	0	0	0
"sinus"	"Sinus"	"sinus"	0	0	0	0	0	0	0	0	0	0
"sip"	"Schluck"	"sip"	0	0	0	0	0	0	0	0	0	0
"siphon"	"Siphon"	"sifon"	0	0	0	0	0	0	0	0	0	0
"sir"	"Herr"	"Gospod"	1	0	0	0	0	0	0	0	0	1
"sire"	"Vater"	"gospod"	0	0	0	0	0	0	0	0	0	0
"siren"	"Sirene"	"sirena"	0	1	0	0	0	1	0	0	0	0
"sissy"	"Weichei"	"Sissy"	0	1	0	0	0	0	0	0	0	0
"sister"	"Schwester"	"sestra"	0	0	0	0	0	0	0	0	0	0
"sisterhood"	"Schwesternschaft"	"sestrinstvo"	1	0	1	0	0	0	0	1	1	1
"site"	"Seite? <U+02C5>"	"stran"	0	0	0	0	0	0	0	0	0	0
"sith"	"Sith"	"sith"	0	0	0	0	0	0	0	0	0	0
"sitting"	"Sitzung"	"sedi"	0	0	0	0	0	0	0	0	0	0
"situate"	"aufstellen"	"položaj"	0	0	0	0	0	0	0	0	0	0
"situated"	"gelegen"	"nahaja"	0	0	0	0	0	0	0	0	0	0
"situation"	"Lage"	"situacija"	0	0	0	0	0	0	0	0	0	0
"sixth"	"sechste"	"šesto"	0	0	0	0	0	0	0	0	0	0
"sixty"	"sechzig"	"šestdeset"	0	0	0	0	0	0	0	0	0	0
"size"	"Größe"	"velikost"	0	0	0	0	0	0	0	0	0	0
"sizzle"	"brutzeln"	"sizzle"	0	0	1	0	0	0	0	0	0	0
"skate"	"Schlittschuh"	"skate"	0	0	0	0	0	0	0	0	0	0
"skating"	"Eislaufen"	"drsanje"	0	0	0	0	0	0	0	0	0	0
"skein"	"Strang"	"skein"	0	0	0	0	0	0	0	0	0	0
"skeleton"	"Skelett"	"okostje"	0	0	0	0	0	0	0	0	0	0
"skeptic"	"Skeptiker"	"skeptik"	0	0	0	0	0	0	0	0	0	0
"skeptical"	"skeptisch"	"skeptičen"	0	1	0	0	0	0	0	0	0	0
"skepticism"	"Skepsis"	"Skepticizem"	0	0	0	0	0	0	0	0	0	0
