"word"	"Positive"	"Negative"	"Anger"	"Anticipation"	"Disgust"	"Fear"	"Joy"	"Sadness"	"Surprise"	"Trust"
"stara devica"	0	1	0	0	0	1	0	1	0	0
"bodičast"	0	0	0	0	0	0	0	0	0	0
"zapleten"	0	0	0	0	0	0	0	0	0	0
"spirala"	0	0	0	0	0	0	0	0	0	0
"spiralen"	0	0	0	0	0	0	0	0	0	0
"zvonik"	0	0	0	0	0	0	0	0	0	0
"duh"	1	0	0	0	0	0	0	0	0	0
"žgana pijača"	1	0	0	1	0	0	1	0	1	0
"alkohol"	1	0	0	1	0	0	1	0	1	0
"duhoven"	0	0	0	0	0	0	0	0	0	0
"duhovnost"	0	0	0	0	0	0	0	0	0	0
"pljuvati"	0	0	0	0	1	0	0	0	0	0
"plunek"	0	0	0	0	1	0	0	0	0	0
"hudobija"	0	1	1	0	0	0	0	0	0	0
"zloben"	0	1	1	0	0	0	0	0	0	0
"čofotanje"	0	0	0	0	0	0	0	0	1	0
"vranica"	0	0	0	0	0	0	0	0	0	0
"žolč"	0	0	0	0	0	0	0	0	0	0
"čudovit"	1	0	0	0	0	0	1	0	1	0
"sijaj"	1	0	0	1	0	0	1	0	1	0
"spojiti"	0	0	0	0	0	0	0	0	0	0
"spoj"	0	0	0	0	0	0	0	0	0	0
"zlepek"	0	0	0	0	0	0	0	0	0	0
"opornica"	0	0	0	0	0	0	0	0	0	0
"šiba"	0	0	0	0	0	0	0	0	0	0
"drobec"	0	1	0	0	0	0	0	0	0	0
"drobiti se"	0	1	0	0	0	0	0	0	0	0
"ločitev"	0	1	0	0	0	0	0	0	0	0
"razdeliti"	0	1	0	0	0	0	0	0	0	0
"cepitev"	0	1	0	0	0	0	0	1	0	0
"zapraviti"	0	0	0	0	0	0	0	0	0	0
"razsipati"	0	0	0	0	0	0	0	0	0	0
"razvaditi"	0	1	0	0	1	0	0	0	0	0
"spojler"	0	1	0	0	0	0	0	1	0	0
"razvajanje"	0	0	0	0	0	0	0	0	0	0
"napera"	0	1	0	0	0	0	0	0	0	0
"govorjen"	0	0	0	0	0	0	0	0	0	0
"govornik"	0	0	0	0	0	0	0	0	0	1
"predstavnik"	0	0	0	0	0	0	0	0	0	1
"parazit"	0	1	0	0	0	0	0	0	0	0
"pijavka"	0	1	0	0	0	0	0	0	0	0
"gobast"	0	0	0	0	0	0	0	0	0	0
"sponzor"	1	0	0	0	0	0	0	0	0	1
"sponzorstvo"	0	0	0	0	0	0	0	0	0	0
"parodija"	0	0	0	0	0	0	0	0	0	0
"potegavščina"	0	0	0	0	0	0	0	0	0	0
"norčevati"	0	0	0	0	0	0	0	0	0	0
"prestrašiti"	0	1	0	0	0	1	0	0	0	0
"žlica"	0	0	0	0	0	0	0	0	0	0
"žlica"	0	0	0	0	0	0	0	0	0	0
"sporadičen"	0	0	0	0	0	0	0	0	0	0
"spora"	0	0	0	0	0	0	0	0	0	0
"tros"	0	0	0	0	0	0	0	0	0	0
"šport"	0	0	0	0	0	0	0	0	0	0
"športen"	0	0	0	0	0	0	0	0	0	0
"šport"	0	0	0	0	0	0	0	0	0	0
"športnik"	0	0	0	0	0	0	0	0	0	0
"madež"	0	0	0	0	0	0	0	0	0	0
"pika"	0	0	0	0	0	0	0	0	0	0
"prostor"	0	0	0	0	0	0	0	0	0	0
"opaziti"	0	0	0	0	0	0	0	0	0	0
"brezmadežen"	1	0	0	0	0	0	0	0	0	1
"opažen"	0	0	0	0	0	0	0	0	0	0
"mozoljast"	0	0	0	0	0	0	0	0	0	0
"poročen"	0	0	0	0	0	0	0	0	0	0
"soprog"	1	0	0	0	0	0	1	0	0	1
"šoba"	0	0	0	0	0	0	0	0	0	0
"drdrati"	0	0	0	0	0	0	0	0	0	0
"zviti"	0	1	0	0	0	0	0	1	0	0
"zvin"	0	1	0	0	0	0	0	1	0	0
"širjenje"	0	0	0	0	0	0	0	0	0	0
"pršenje"	0	0	0	0	0	0	0	0	0	0
"sprej"	0	0	0	0	0	0	0	0	0	0
"širjenje"	0	0	0	0	0	0	0	0	0	0
"izbruh"	0	1	0	0	0	0	0	0	0	0
"ščepec"	0	0	0	0	0	0	0	0	0	0
"peščica"	0	0	0	0	0	0	0	0	0	0
"vilinec"	0	1	0	0	0	1	0	0	0	0
"poganjek"	0	0	0	0	0	0	0	0	0	0
"brstični ohrovt"	0	0	0	0	0	0	0	0	0	0
"smreka"	1	0	0	0	0	0	0	0	0	0
"urejen"	1	0	0	0	0	0	0	0	0	0
"ostroga"	0	0	0	0	0	1	0	0	0	0
"hlinjen"	0	1	0	0	1	0	0	0	0	0
"ponarejen"	0	1	0	0	1	0	0	0	0	0
"spodoben"	0	0	0	0	0	0	0	0	0	0
"stimuliran"	0	0	0	0	0	0	0	0	0	0
"brizg"	0	0	0	0	0	0	0	0	0	0
"curek"	0	0	0	0	0	0	0	0	0	0
"brizgniti"	0	0	0	0	0	0	0	0	0	0
"vohun"	0	0	0	0	0	0	0	0	0	0
"ekipa"	0	0	0	0	0	0	0	0	0	0
"eskadrilja"	0	0	0	0	0	0	0	0	0	0
"naliv"	0	1	0	0	0	1	0	1	0	0
"kričati"	0	1	0	0	0	1	0	1	0	0
"luskast"	0	0	0	0	0	0	0	0	0	0
"kvadrat"	0	0	0	0	0	0	0	0	0	0
"počep"	0	0	0	0	0	0	0	0	0	0
"počepniti"	0	0	0	0	0	0	0	0	0	0
"čepenje"	0	0	0	0	0	0	0	0	0	0
"zasednik"	0	1	0	0	0	0	0	0	0	0
"škripanje"	0	0	0	0	0	0	0	0	0	0
"škripati"	0	0	0	0	0	0	0	0	0	0
"krik"	0	0	0	0	0	0	0	0	0	0
"cviljenje"	0	0	0	0	0	0	0	0	0	0
"vreščati"	0	0	0	0	0	0	0	0	0	0
"občutljivega želodca"	0	1	0	0	1	1	0	0	0	0
"iztisniti"	0	0	0	0	0	0	0	0	0	0
"stiskanje"	0	0	0	0	0	0	0	0	0	0
"zatreti"	0	1	1	0	1	0	0	0	0	0
" cmokanje"	0	1	1	0	1	0	0	0	0	0
"pripeti"	0	0	0	0	0	0	0	0	0	0
"škilavost"	0	0	0	0	0	0	0	0	0	0
"posestnik"	0	0	0	0	0	0	0	0	0	0
"šef"	0	0	0	0	0	0	0	0	0	0
"gnusiti"	0	1	0	0	1	0	0	0	0	0
"veverica"	0	0	0	0	0	0	0	0	0	0
"škropiti"	0	0	0	0	0	0	0	0	0	0
"brizgati"	0	0	0	0	0	0	0	0	0	0
"zabosti"	0	1	1	0	0	1	0	1	1	0
"stabilnost"	0	0	0	0	0	0	0	0	0	0
"stabilen"	1	0	0	0	0	0	0	0	0	1
"staccato"	1	0	0	0	0	0	0	0	0	0
"kratek"	1	0	0	0	0	0	0	0	0	0
"ločen"	1	0	0	0	0	0	0	0	0	0
"kopica"	0	0	0	0	0	0	0	0	0	0
"kup"	0	0	0	0	0	0	0	0	0	0
"osebje"	0	0	0	0	0	0	0	0	0	0
"jelen"	0	0	0	0	0	0	0	0	0	0
"stopnja"	0	0	0	0	0	0	0	0	0	0
"staž"	0	0	0	0	0	0	0	0	0	0
"osupniti"	0	0	0	0	0	0	0	0	1	0
"nezanesljiv"	0	1	0	0	0	0	0	0	0	0
"stoječ"	0	1	0	0	0	0	0	1	0	0
"stagnacija"	0	0	0	0	0	0	0	0	0	0
"umirjen"	0	0	0	0	0	0	0	0	0	0
"resen"	0	0	0	0	0	0	0	0	0	0
"popackati"	0	1	0	0	1	0	0	0	0	0
"packa"	0	1	0	0	1	0	0	0	0	0
"nerjaveč"	1	0	0	0	0	0	0	0	0	0
"brezmadežen"	1	0	0	0	0	0	0	0	0	0
"stopnice"	0	0	0	0	0	0	0	0	0	0
"stopnišče"	0	0	0	0	0	0	0	0	0	0
"stopnišče"	0	0	0	0	0	0	0	0	0	0
"delež"	0	0	0	0	0	0	0	0	0	0
"kol"	0	0	0	0	0	0	0	0	0	0
"star"	0	1	0	0	0	0	0	0	0	0
"pat"	0	0	1	0	1	0	0	0	0	0
"mrtva točka"	0	0	1	0	1	0	0	0	0	0
"zasledovati"	0	1	0	0	0	1	0	0	0	0
"hlev"	0	0	0	0	1	0	0	0	0	0
"žrebec"	1	0	0	0	0	0	0	0	0	0
"stojnica"	0	0	0	0	0	0	0	0	0	0
"zvest"	1	0	0	0	0	0	0	0	0	0
"goreč"	1	0	0	0	0	0	0	0	0	0
"vzdržljivost"	1	0	0	0	0	0	0	0	0	1
"žig"	0	0	0	0	0	0	0	0	0	0
"znamka"	0	0	0	0	0	0	0	0	0	0
"stojalo"	0	0	0	0	0	0	0	0	0	0
"standard"	0	0	0	0	0	0	0	0	0	0
"standardizirati"	0	0	0	0	0	0	0	0	0	0
"ugled"	1	0	0	0	0	0	0	0	0	0
"stoječ"	1	0	0	0	0	0	0	0	0	0
"mrtva točka"	0	1	1	0	0	1	0	0	0	0
"zastoj"	0	1	1	0	0	1	0	0	0	0
"vidik"	0	0	0	0	0	0	0	0	0	0
"stališče"	0	0	0	0	0	0	0	0	0	0
"mrtva točka"	0	1	1	0	0	0	0	0	0	0
"kitica"	0	0	0	0	0	0	0	0	0	0
"sponka"	0	0	0	0	0	0	0	0	0	0
"skoba"	0	0	0	0	0	0	0	0	0	0
"zvezda"	1	0	0	1	0	0	1	0	0	1
"desno"	0	0	0	0	0	0	0	0	0	0
"škrob"	0	0	0	0	0	0	0	0	0	0
"pogled"	0	0	0	0	0	0	0	0	0	0
"strmenje"	0	0	0	0	0	0	0	0	0	0
"strmeti"	0	0	0	0	0	0	0	0	0	0
"bleščeč"	0	1	0	0	0	0	0	0	0	0
"surov"	0	1	0	0	0	0	0	0	0	1
"soj"	1	0	0	0	0	0	0	0	0	0
"zvezdnat"	1	0	0	1	0	0	1	0	0	0
"zvezde"	0	0	0	0	0	0	0	0	0	0
"začetek"	0	0	0	1	0	0	0	0	0	0
"začeti"	0	0	0	1	0	0	0	0	0	0
"prestrašiti"	0	1	0	0	0	1	0	0	1	0
"vznemirljiv"	0	0	0	0	0	0	0	0	1	0
"stradanje"	0	1	0	0	0	1	0	1	0	0
"lakota"	0	1	0	0	0	1	0	1	0	0
"izstradan"	0	1	0	0	0	0	0	0	0	0
"sestradan"	0	1	0	0	0	0	0	0	0	0
"država"	0	0	0	0	0	0	0	0	0	0
"slovesen"	1	0	0	0	0	0	0	0	0	0
"izjava"	1	0	0	0	0	0	0	0	0	1
"dvorana"	0	0	0	0	0	0	0	0	0	0
"državnik"	0	0	0	0	0	0	0	0	0	0
"statičen"	0	0	0	0	0	0	0	0	0	0
"statika"	0	0	0	0	0	0	0	0	0	0
"postaja"	0	0	0	0	0	0	0	0	0	0
"mirujoč"	0	1	0	0	0	0	0	0	0	0
"pisarniški material"	0	0	0	0	0	0	0	0	0	0
"statističen"	0	0	0	0	0	0	0	0	0	1
"statistik"	0	0	0	0	0	0	0	0	0	0
"stator"	0	0	0	0	0	0	0	0	0	0
"kiparstvo"	0	0	0	0	0	0	0	0	0	0
"kiparski"	0	0	0	0	0	0	0	0	0	0
"kip"	1	0	0	0	0	0	0	0	0	0
"kipec"	0	0	0	0	0	0	0	0	0	0
"statueta"	0	0	0	0	0	0	0	0	0	0
"rast"	0	0	0	0	0	0	0	0	0	0
"postava"	0	0	0	0	0	0	0	0	0	0
"stanje"	1	0	0	0	0	0	0	0	0	0
"status"	1	0	0	0	0	0	0	0	0	0
"statut"	0	0	0	0	0	0	0	0	0	0
"zakonski"	0	0	0	0	0	0	0	0	0	0
"zvest"	1	0	0	0	0	0	0	0	0	0
"razbiti"	0	1	0	0	0	0	0	0	0	0
"opora"	0	0	0	0	0	0	0	0	0	0
"ostati"	0	0	0	0	0	0	0	0	0	0
"zadrževan"	0	0	0	0	0	0	0	0	0	0
"NO TRANSLATION"	0	0	0	0	0	0	0	0	0	0
"namesto"	0	0	0	0	0	0	0	0	0	0
"neizprosen"	1	0	0	0	0	0	0	0	0	1
"stalen"	0	0	0	0	0	0	0	0	1	1
"krasti"	0	1	1	0	0	1	0	1	0	0
"tatvina"	0	1	0	0	1	1	0	0	0	0
"kraja"	0	1	0	0	1	1	0	0	0	0
"prebrisanost"	0	0	0	0	0	0	0	0	1	0
"skriven"	0	0	0	0	0	0	0	0	1	0
"skriven"	0	1	0	1	0	1	0	0	1	0
"parnik"	0	0	0	0	0	0	0	0	0	0
"parnik"	0	0	0	0	0	0	0	0	0	0
"valjar"	0	0	0	0	0	0	0	0	0	0
"parnik"	0	0	0	0	0	0	0	0	0	0
"paren"	0	0	0	0	0	0	0	0	0	0
"jeklo"	0	0	0	0	0	0	0	0	0	0
"strm"	0	0	0	0	0	0	0	0	0	0
"stolp"	0	0	0	0	0	0	0	0	0	0
"vol"	0	0	0	0	0	0	0	0	0	0
"voziti"	0	0	0	0	0	0	0	0	0	0
"zvezden"	1	0	0	0	0	0	0	0	0	0
"odličen"	1	0	0	0	0	0	0	0	0	0
"deblo"	0	0	0	0	0	0	0	0	0	0
"pecelj"	0	0	0	0	0	0	0	0	0	0
"steblo"	0	0	0	0	0	0	0	0	0	0
"smrad"	0	0	0	0	0	0	0	0	0	0
"šablona"	0	0	0	0	0	0	0	0	0	0
"matrica"	0	0	0	0	0	0	0	0	0	0
"korak"	0	0	0	0	0	0	0	0	0	0
"stepa"	0	0	0	0	0	0	0	0	0	0
"stopinja"	0	0	0	0	0	0	0	0	0	0
"stopiti"	0	0	0	0	0	0	0	0	0	0
"iti"	0	0	0	0	0	0	0	0	0	0
"stereoskopski"	0	0	0	0	0	0	0	0	0	0
"stereotip"	0	1	0	0	0	0	0	0	0	0
"stereotipen"	0	1	0	0	0	0	0	0	0	0
"sterilen"	0	1	0	0	0	0	0	1	0	0
"sterilnost"	0	1	0	0	0	0	0	0	0	0
"funt šterling"	1	1	1	1	0	0	1	0	0	1
"šterling"	1	1	1	1	0	0	1	0	0	1
"oster"	0	1	0	0	0	0	0	0	0	0
"stetoskop"	0	0	0	0	0	0	0	0	0	0
"obara"	0	0	0	0	0	0	0	0	0	0
"stevard"	1	0	0	0	0	0	0	0	0	1
"upravljanje"	0	0	0	0	0	0	0	0	0	0
"vodenje"	0	0	0	0	0	0	0	0	0	0
"vodstvo"	0	0	0	0	0	0	0	0	0	0
"palica"	0	0	0	0	0	0	0	0	0	0
"lepiti"	0	0	0	0	0	0	0	0	0	0
"oprijemajoč"	0	0	0	0	0	0	0	0	0	0
"lepljenje"	0	0	0	0	0	0	0	0	0	0
"lepljiv"	0	0	0	0	1	0	0	0	0	0
"trd"	0	1	0	0	0	0	0	0	0	0
"postati"	0	0	0	0	0	0	0	0	0	0
"otrpniti"	0	0	0	0	0	0	0	0	0	0
"togost"	0	1	0	0	0	0	0	0	0	0
"zadušiti"	0	1	0	0	0	0	0	0	0	0
"zadušen"	0	1	1	0	0	1	0	1	0	0
"dušenje"	0	0	0	0	0	0	0	0	0	0
"davljenje"	0	0	0	0	0	0	0	0	0	0
"stigma"	0	1	1	0	1	1	0	1	0	0
"stil"	0	0	0	0	0	0	0	0	0	0
"stilet"	0	0	0	0	0	0	0	0	0	0
"bodalo"	0	0	0	0	0	0	0	0	0	0
"salonarji"	0	0	0	0	0	0	0	0	0	0
"mrtvorojen"	0	1	0	0	0	0	0	1	0	0
"negibnost"	1	0	0	0	0	1	0	1	0	0
"kol"	0	0	0	0	0	0	0	0	0	0
"pilot"	0	0	0	0	0	0	0	0	0	0
"spodbuda"	0	0	0	0	0	0	0	0	0	0
"poživilo"	0	0	0	0	0	0	0	0	0	0
"stimulacija"	0	0	0	0	0	0	0	0	0	0
"stimulus"	0	0	0	0	0	0	0	0	0	0
"želo"	0	1	1	0	0	1	0	0	0	0
"pikanje"	0	1	0	0	0	0	0	0	0	0
"škrt"	0	1	1	0	1	1	0	1	0	0
"skopuh"	0	1	1	0	1	1	0	1	0	0
"skopuški"	0	1	1	0	1	1	0	1	0	0
"smrad"	0	1	0	0	1	0	0	0	0	0
"smrdeti"	0	1	0	0	1	0	0	0	0	0
"smrdljiv"	0	1	0	0	1	0	0	0	0	0
"varčevati"	0	1	0	0	0	1	0	1	0	0
"določiti"	0	0	0	0	0	0	0	0	0	0
"klavzula"	0	0	0	0	0	0	0	0	0	0
"mešanje"	0	0	0	0	0	0	0	0	0	0
"mešanje"	0	0	0	0	0	0	0	0	0	0
"šiv"	0	0	0	0	0	0	0	0	0	0
"zaloga"	0	0	0	0	0	0	0	0	0	0
"borzni posrednik"	0	0	0	0	0	0	0	0	0	0
"nogavice"	0	0	0	0	0	0	0	0	0	0
"delnice"	0	1	0	0	0	0	0	0	0	0
"štola"	0	0	0	0	0	0	0	0	0	0
"ukraden"	0	1	1	0	0	0	0	0	0	0
"želodec"	0	0	0	0	1	0	0	0	0	0
"kamen"	0	1	1	0	0	0	0	0	0	0
"izkoriščen"	0	1	0	0	0	0	0	0	0	0
"kamenina"	0	0	0	0	0	0	0	0	0	0
"kamnit"	0	0	0	0	0	0	0	0	0	0
"hladen"	0	0	0	0	0	0	0	0	0	0
"brezizrazen"	0	0	0	0	0	0	0	0	0	0
"stolček"	0	0	0	0	0	0	0	0	0	0
"blato"	0	0	0	0	0	0	0	0	0	0
"iztrebki"	0	1	0	0	1	0	0	0	0	0
"grba"	0	0	0	0	0	0	0	0	0	0
"sključiti se"	0	0	0	0	0	0	0	0	0	0
"ustaviti"	0	0	0	0	0	0	0	0	0	0
"stop"	0	0	0	0	0	0	0	0	0	0
"prekinitev"	0	1	0	0	0	0	0	0	0	0
"zamašiti"	0	0	0	0	0	0	0	0	0	0
"zamašek"	0	0	0	0	0	0	0	0	0	0
"zaustavitev"	0	0	0	0	0	0	0	0	0	0
"ustavljanje"	0	0	0	0	0	0	0	0	0	0
"štoparica"	0	0	0	0	0	0	0	0	0	0
"skladiščenje"	0	0	0	0	0	0	0	0	0	0
"hramba"	0	0	0	0	0	0	0	0	0	0
"shranjevanje"	0	0	0	0	0	0	0	0	0	0
"hraniti"	1	0	0	1	0	0	0	0	0	0
"trgovina"	1	0	0	1	0	0	0	0	0	0
"skladišče"	0	0	0	0	0	0	0	0	0	0
"shranjevanje"	0	0	0	0	0	0	0	0	0	0
"nevihta"	0	1	1	0	0	0	0	0	0	0
"grmenje"	0	0	1	0	0	0	0	0	0	0
"rjovenje"	0	0	1	0	0	0	0	0	0	0
"viharen"	0	1	0	0	0	1	0	0	0	0
"zgodba"	0	0	0	0	0	0	0	0	0	0
"stout"	0	0	0	0	0	0	0	0	0	0
"obilen"	0	0	0	0	0	0	0	0	0	0
"peč"	0	0	0	0	0	0	0	0	0	0
"pospraviti"	0	0	0	0	0	0	0	0	0	0
"spraviti"	0	0	0	0	0	0	0	0	0	0
"prečkati"	0	0	0	0	0	0	0	0	0	0
"premostiti"	0	0	0	0	0	0	0	0	0	0
"naravnost"	0	0	0	0	0	0	0	0	0	0
"poravnati"	0	0	0	0	0	0	0	0	0	0
"preprost"	1	0	0	0	0	0	0	0	0	1
"neposreden"	1	0	0	0	0	0	0	0	0	1
"takoj"	0	0	0	0	0	0	0	0	0	0
"nemudoma"	0	0	0	0	0	0	0	0	0	0
"prisiljen"	0	1	1	0	0	0	0	0	0	0
"ožina"	0	0	0	0	0	0	0	0	0	0
"ožina"	0	1	0	0	0	1	0	0	0	0
"nasesti"	0	0	0	0	0	0	0	0	0	0
"vlakno"	0	0	0	0	0	0	0	0	0	0
"v težavah"	0	1	0	0	0	0	0	0	0	0
"tujec"	0	1	0	0	0	1	0	0	0	0
"zadaviti"	0	1	1	0	1	1	0	1	1	0
"naramnica"	0	0	0	0	0	0	0	0	0	0
"povoji"	0	0	0	0	0	0	0	0	0	0
"obveze"	0	0	0	0	0	0	0	0	0	0
"sloj"	0	0	0	0	0	0	0	0	0	0
"strateški"	1	0	0	0	0	0	0	0	0	0
"strateg"	1	0	0	1	0	0	0	0	0	1
"strategija"	0	0	0	0	0	0	0	0	0	0
"stratifikacija"	0	0	0	0	0	0	0	0	0	0
"sloj"	0	0	0	0	0	0	0	0	0	0
"plast"	0	0	0	0	0	0	0	0	0	0
"slama"	0	0	0	0	0	0	0	0	0	0
"slamica"	0	0	0	0	0	0	0	0	0	0
"zaiti"	0	1	0	0	0	0	0	0	0	0
"črta"	0	0	0	0	0	0	0	0	0	0
"žarek"	0	0	0	0	0	0	0	0	0	0
"progast"	0	0	0	0	0	0	0	0	0	0
"potok"	0	0	0	0	0	0	0	0	0	0
"tok"	0	0	0	0	0	0	0	0	0	0
"teči"	0	0	0	0	0	0	0	0	0	0
"zastavica"	0	0	0	0	0	0	0	0	0	0
"tokovnik"	0	0	0	0	0	0	0	0	0	0
"pretakanje"	0	0	0	0	0	0	0	0	0	0
"ulica"	0	0	0	0	0	0	0	0	0	0
"moč"	1	0	0	0	0	0	0	0	0	1
"okrepiti"	1	0	0	0	0	0	0	0	0	0
"krepitev"	1	0	0	0	0	0	1	0	0	1
"naporen"	0	0	0	0	0	0	0	0	0	0
"stres"	0	1	0	0	0	0	0	0	0	0
"elastičnost"	0	0	0	0	0	0	0	0	0	0
"raztezanje"	0	0	0	0	0	0	0	0	0	0
"raztegati"	0	0	0	0	0	0	0	0	0	0
"nosila"	0	0	0	0	0	1	0	1	0	0
"trpeč"	0	0	0	0	0	0	0	1	0	0
"korakati"	0	0	0	0	0	0	0	0	0	0
"korak"	0	0	0	0	0	0	0	0	0	0
"spor"	0	1	1	0	0	0	0	0	0	0
"stavka"	0	1	1	0	0	0	0	0	0	0
"neverjeten"	1	0	0	0	0	0	0	0	0	0
"presenetljivo"	1	0	0	0	0	0	0	0	0	0
"vrv"	0	0	0	0	0	0	0	0	0	0
"nit"	0	0	0	0	0	0	0	0	0	0
"serija"	0	0	0	0	0	0	0	0	0	0
"žilav"	0	0	0	0	0	0	0	0	0	0
"žimnat"	0	0	0	0	0	0	0	0	0	0
"izprazniti"	0	1	0	0	0	0	0	1	0	0
"bičati"	0	1	0	0	0	0	0	0	0	0
"razgaljen"	0	1	1	1	1	1	0	1	0	0
"oropan"	0	1	1	1	1	1	0	1	0	0
"slečen"	0	1	1	1	1	1	0	1	0	0
"prikrajšan"	0	1	1	1	1	1	0	1	0	0
"prizadevati si"	0	0	0	1	0	0	0	0	0	0
"stroboskop"	0	0	0	0	0	0	0	0	0	0
"kap"	0	1	0	0	0	1	0	1	0	0
"sprehoditi"	0	0	0	0	0	0	0	0	0	0
"sprehod"	0	0	0	0	0	0	0	0	0	0
"trdnjava"	0	0	0	0	0	0	0	0	0	0
"odločen"	1	0	0	0	0	0	0	0	0	0
"organizacijski"	0	0	0	0	0	0	0	0	0	1
"struktura"	1	0	0	0	0	0	0	0	0	1
"boj"	0	1	1	0	0	1	0	1	0	0
"šopiriti se"	0	1	0	0	0	0	0	0	0	0
"strnišče"	0	0	0	0	0	0	0	0	0	0
"trma"	0	0	0	0	0	0	0	0	0	0
"debel"	0	0	0	0	0	0	0	0	0	0
"čokat"	0	0	0	0	0	0	0	0	0	0
"štuk"	0	0	0	0	0	0	0	0	0	0
"zataknjen"	0	0	0	0	0	0	0	0	0	0
"obtičati"	0	0	0	0	0	0	0	0	0	0
"žrebec"	1	0	0	0	0	0	0	0	0	0
"stegnjen"	0	0	0	0	0	0	0	0	0	0
"študent"	0	0	0	0	0	0	0	0	0	0
"naštudiran"	0	0	0	0	0	0	0	0	0	0
"studio"	0	0	0	0	0	0	0	0	0	0
"urad"	0	0	0	0	0	0	0	0	0	0
"študija"	1	0	0	0	0	0	0	0	0	0
"učiti se"	1	0	0	0	0	0	0	0	0	0
"stvar"	0	0	0	0	0	0	0	0	0	0
"polnjenje"	0	0	0	0	0	0	0	0	0	0
"zatohel"	0	1	0	0	0	0	0	0	0	0
"spotikati se"	0	1	0	0	0	0	0	0	0	0
"štor"	0	0	0	0	0	0	0	0	0	0
"ostanek"	0	0	0	0	0	0	0	0	0	0
"ohromljen"	0	1	0	0	0	1	0	0	1	0
"zavirati"	0	0	0	0	0	0	0	0	0	0
"zaustavljati"	0	0	0	0	0	0	0	0	0	0
"okrnjen"	0	1	0	0	0	0	0	0	0	0
"omejen"	0	1	0	0	0	0	0	0	0	0
"ogromen"	0	0	0	0	0	0	0	0	0	0
"čudovit"	0	0	0	0	0	0	0	0	0	0
"neumen"	0	1	0	0	0	0	0	0	0	0
"neumnost"	0	1	0	0	0	0	0	0	0	0
"omama"	0	1	0	0	0	0	0	0	0	0
"robusten"	1	0	0	0	0	0	0	0	0	0
"jeseter"	0	0	0	0	0	0	0	0	0	0
"jecljati"	0	0	0	0	0	0	0	0	0	0
"svinjak"	0	1	0	0	1	0	0	0	0	0
"slog"	0	0	0	0	0	0	0	0	0	0
"stil"	0	0	0	0	0	0	0	0	0	0
"eleganten"	0	0	0	0	0	0	0	0	0	0
"subatomski"	0	0	0	0	0	0	0	0	0	0
"pododbor"	0	0	0	0	0	0	0	0	0	0
"podzavest"	0	0	0	0	0	0	0	0	0	0
"podkožen"	0	0	0	0	0	0	0	0	0	0
"razdeliti"	0	0	0	0	0	0	0	0	0	0
"razdelitev"	0	0	0	0	0	0	0	0	0	0
"drsenje"	0	0	0	0	0	0	0	0	0	0
"zatreti"	0	1	0	0	0	0	0	0	0	0
"obvladan"	0	0	0	0	0	0	0	0	0	0
"zadržan"	0	0	0	0	0	0	0	0	0	0
"NO TRANSLATION"	0	0	0	0	0	0	0	0	1	0
"podrejen"	0	1	0	0	0	0	0	0	0	0
"podvržen"	0	1	0	0	0	0	0	1	0	0
"pokoritev"	0	1	0	0	0	0	0	0	0	0
"subjektiven"	0	0	0	0	0	0	0	0	0	0
"podreditev"	0	1	1	0	1	1	0	1	0	0
"sublimacija"	1	0	0	0	0	0	1	0	0	0
"subliminalen"	0	0	0	0	0	0	0	0	0	0
"podmornica"	0	0	0	0	0	0	0	0	0	0
"potopljen"	0	0	0	0	0	0	0	0	0	0
"podvodno plovilo"	0	0	0	0	0	0	0	0	0	0
"vloga"	0	0	0	0	0	0	0	0	0	0
"podreditev"	0	0	0	0	0	0	0	0	0	0
"predložiti"	0	0	0	1	0	0	0	0	0	0
"podrejeni"	0	1	0	0	0	1	0	0	0	0
"podrediti"	0	1	0	0	0	1	0	0	0	0
"podrejenost"	0	0	0	0	0	0	0	0	0	0
"podzgodba"	0	0	0	0	0	0	0	0	0	0
"sodni poziv"	0	1	0	0	0	0	0	0	0	0
"naročiti"	0	0	0	1	0	0	0	0	0	0
"naročnina"	0	0	0	0	0	0	0	0	0	0
"naslednji"	0	0	0	0	0	0	0	0	0	0
"kasneje"	0	0	0	0	0	0	0	0	0	0
"pozneje"	0	0	0	0	0	0	0	0	0	0
"podmnožica"	0	0	0	0	0	0	0	0	0	0
"poleči"	0	0	0	0	0	0	0	0	0	0
"pogrezanje"	0	1	0	0	0	0	0	1	0	0
"podrejen"	0	0	0	0	0	0	0	0	0	0
"subvencionirati"	0	0	0	0	0	0	0	0	0	0
"subvencija"	0	1	1	0	1	0	0	0	0	0
"prebijati se"	0	1	0	0	0	0	0	0	0	0
"preživetje"	0	0	0	0	0	0	0	0	0	0
"podzemlje"	0	0	0	0	0	0	0	0	0	0
"snov"	1	0	0	0	0	0	0	0	0	0
"bistven"	0	0	0	0	0	0	0	0	0	0
"podkrepiti"	0	0	0	0	0	0	0	0	0	1
"bistven"	1	0	0	0	0	0	0	0	0	0
"nadomestnik"	0	0	0	0	0	0	0	0	0	0
"nadomeščan"	0	0	0	0	0	0	0	0	0	0
"nadomestitev"	0	0	0	0	0	0	0	0	0	0
"podstruktura"	0	0	0	0	0	0	0	0	0	0
"podzemeljski"	0	0	0	0	0	0	0	0	0	0
"subtilen"	0	0	0	0	0	0	0	0	0	0
"prefinjenost"	0	0	0	0	0	0	0	0	0	0
"odvzeti"	0	1	0	0	0	0	0	0	0	0
